Years,Available Area for Marsh Encroachment,Birth Rate,Births,Carbon Dioxide Released as a function of FF Consumption,Carbon in the Atmosphere,Carbon Released into the Atmosphere,Carbon Sequestration,Conversion to High Marsh,Conversion to Low Marsh,Days Recreating[Birding],Days Recreating[Hiking],Days Recreating[Marsh Walking],Days Recreating[Marsh Driving],Days Recreating[Boat Fishing],Days Recreating[Land Fishing],Days Recreating[Duck Hunting],Days Recreating[Pleasure Boating],Days Recreating[Marsh Work],Deaths,Delay in Action Erosion Control,Delay in Action: Flood Control,Delay in Erosion Control Implementation,Delay in Flood Control Implementation High Marsh,Delay in Flood Control Implementation Low Marsh,Erosion Control Rate,Fiddler Crab Carrying Capacity,Fiddler Crab Mortality Rate,Fiddler Crabs,Flood Mitigation Rate: High Marsh,Flood Mitigation Rate: Low Marsh,Forest Converted to High Marsh,Global Fossil Fuel Consumption,High Marsh Area,High Marsh Conversion Rate,High Marsh Erosion,High Marsh Erosion Rate,High Marsh to Upland Conversion Rate,High Sea Level Rise,Horizontal Growth Rate: Low Marsh,Human Mortality Rate,Human Population,Inundation Loss Rate: Low Marsh,Low Marsh Area,Low Marsh Conversion Rate,Low Marsh Erosion,Low Marsh Erosion Rate,Low Marsh Erosion Rate: Fiddler Crabs,Low Marsh Erosion Rate: SLR,Low Marsh Growth: Fiddlers,Low Marsh Horizontal Growth,Low Sea Level Rise,Mean Days Recreating,Medium Sea Level Rise,Mortality,Mortality Rate mediated by Low Marsh Area,Policy Demand Flood Control,Policy Demand: Erosion Control,Rate of Sea Level Rise,Recruitment,Recruitment Rate,Salt Water Inundation in Low Marsh,Scenario 1,Scenario 2,Scenario 3,Sequestration Rate,Total Marsh Area,Upland Border Decay,Upland Border Decay Rate,Upland Border Extent,Vertical Growth Rate: Low Marsh
3.5,0.885849126,0.018,0.138149896,41.51905477,3241.800763,41.51905477,22.83548012,34.53538898,2.439963916,23.01678711,2.001381218,40.02812019,56.03867411,3.0021887,1.0007154,3.0021887,6.0043774,36.02578274,0.070061015,18.8968974,18.89957103,0.143283822,0.143283822,0.143283822,0.004105142,0.00001,0.00001,2.377530691,0,0.001956977,0.126202376,152516.1539,33083.18297,0.004972591,0.027723081,8.38E-07,0.142464865,2.887124181,0.001620444,0.009128478,7.674994217,0.000203084,6945.149715,7.37524E-05,0,-0.0041029,0,2.24158E-06,0,11.25422699,2.8391,18.90224618,2.882723852,2.37753E-05,0,0.14312034,0.143161258,2.8391,0.90307513,0.379837423,0,1,0,0,0.55,40028.33268,0.415535147,0.000173214,2398.962996,3.041550542
3.75,0.958182319,0.018,0.138456296,41.65308065,3246.471656,41.65308065,22.90919435,34.50283332,2.614883046,23.01846873,2.001519579,40.03093708,56.04254822,3.002407949,1.000787064,3.002407949,6.004815898,36.02836548,0.070716575,18.89823401,18.90090844,0.143283822,0.143263418,0.143263418,0.004105142,0.00001,0.00001,2.60329353,0,0.001956762,0.13654098,154025.4574,33091.23144,0.004971633,0.027732301,8.38E-07,0.1425,2.890804977,0.0016205,0.009193503,7.692016437,0.000203116,6939.939416,7.90204E-05,0,-0.0041029,0,0.000002242,0,11.24617444,2.83975,18.90358422,2.886427849,2.60329E-05,0,0.143099872,0.143140802,2.83975,0.995487251,0.382395316,0,1,0,0,0.55,40031.17086,0.415668419,0.000173278,2398.859112,3.041661295
4,1.027964179,0.018,0.138761125,41.78641924,3251.157628,41.78641924,22.98253058,34.47053545,2.789882822,23.02015069,2.001657968,40.03375453,56.04642311,3.002627242,1.000858743,3.002627242,6.005254484,36.03094874,0.071370969,18.89957103,18.90224618,0.143283822,0.143243004,0.143243004,0.004105142,0.00001,0.00001,2.852158834,0,0.001956547,0.146521013,155527.0212,33099.23063,0.004970675,0.02774148,8.38E-07,0.142535135,2.894485774,0.001620557,0.009258194,7.708951367,0.000203148,6934.778972,8.42884E-05,0,-0.004102899,0,2.24242E-06,0,11.23820209,2.8404,18.90492253,2.890131846,2.85216E-05,0,0.143079399,0.14312034,2.8404,1.098106528,0.385008898,0,1,0,0,0.55,40034.00961,0.415801671,0.000173341,2398.755195,3.041772049
4.25,1.095284343,0.018,0.13906438,41.92202599,3255.8586,41.92202599,23.05711429,34.43849512,2.96496246,23.02183294,2.001796382,40.03657248,56.05029868,3.002846574,1.000930433,3.002846574,6.005693148,36.03353245,0.072024161,18.90090844,18.90358422,0.143283822,0.14322258,0.14322258,0.004105142,0.00001,0.00001,3.126678336,0,0.001956332,0.156154985,157020.8363,33107.18049,0.004969718,0.027750619,8.38E-07,0.14257027,2.898166571,0.001620613,0.009322552,7.725798906,0.000203179,6929.668359,8.95565E-05,0,-0.004102899,0,2.24284E-06,0,11.23030992,2.84105,18.90626108,2.893835843,3.12668E-05,0,0.143058922,0.143099872,2.84105,1.212107654,0.387666246,0,1,0,0,0.55,40036.84885,0.415934905,0.000173404,2398.651244,3.041882802
4.5,1.160229323,0.018,0.139366061,42.06740752,3260.574828,42.06740752,23.13707414,34.40671206,3.140121176,23.02351545,2.001934816,40.03939087,56.05417484,3.003065939,1.001002135,3.003065939,6.006131878,36.03611656,0.072676112,18.90224618,18.90492253,0.143283822,0.143202148,0.143202148,0.004105142,0.00001,0.00001,3.429697433,0,0.001956116,0.165454973,158506.8946,33115.08098,0.00496876,0.027759718,8.38E-07,0.142605405,2.901847367,0.001620669,0.009386575,7.742558961,0.000203211,6924.607553,9.48245E-05,0,-0.004102898,0,2.24326E-06,0,11.22249789,2.8417,18.90759983,2.89753984,3.4297E-05,0,0.14303844,0.143079399,2.8417,1.339638003,0.390599471,0,1,0,0,0.55,40039.68853,0.41606812,0.000173467,2398.547261,3.041993555
4.75,1.22288261,0.018,0.139666166,42.21202946,3265.307411,42.21202946,23.2166162,34.37518599,3.315358186,23.02519818,2.002073268,40.04220961,56.05805151,3.003285333,1.001073847,3.003285333,6.006570665,36.03870101,0.073326787,18.90358422,18.90626108,0.143283822,0.143181707,0.143181707,0.004105142,0.00001,0.00001,3.764598359,0,0.001955901,0.174432636,159985.1884,33122.93205,0.004967802,0.027768777,8.38E-07,0.142640541,2.905516179,0.001620725,0.009450264,7.759231448,0.000203242,6919.59653,0.000100093,0,-0.004102898,0,2.24369E-06,0,11.21476598,2.84235,18.90893875,2.901241977,3.7646E-05,0,0.143017954,0.143058922,2.84235,1.48270746,0.393855418,0,1,0,0,0.55,40042.52858,0.416201316,0.00017353,2398.443244,3.042104308
5,1.28332478,0.018,0.139964693,42.35589117,3270.056265,42.35589117,23.29574014,34.34391667,3.490672705,23.02688109,2.002211736,40.04502867,56.0619286,3.00350475,1.001145566,3.00350475,6.007009501,36.04128573,0.073976148,18.90492253,18.90759983,0.143283822,0.143161258,0.143161258,0.004105142,0.00001,0.00001,4.135265813,0,0.001955685,0.18309923,161455.7113,33130.73367,0.004966844,0.027777796,8.38E-07,0.142675676,2.909182327,0.001620782,0.009513618,7.775816293,0.000203274,6914.635265,0.000105361,0,-0.004102898,0,2.24411E-06,0,11.20711415,2.843,18.91027782,2.904943701,4.13527E-05,0,0.142997466,0.14303844,2.843,1.64370304,0.397484252,0,1,0,0,0.55,40045.36894,0.416334493,0.000173593,2398.339193,3.042215061
5.25,1.341633595,0.018,0.140261642,42.49899206,3274.821302,42.49899206,23.37444564,34.31290382,3.666063949,23.02856416,2.002350215,40.04784797,56.06580603,3.003724187,1.001217291,3.003724187,6.007448375,36.04387069,0.074624159,18.90626108,18.90893875,0.143263418,0.143140802,0.143140802,0.004104254,1.03917E-05,1.03917E-05,4.546181234,0,0.001955469,0.191465618,162918.4574,33138.48581,0.004965887,0.027786774,8.39E-07,0.142710811,2.912848476,0.001620838,0.009576637,7.79231343,0.000203306,6909.723732,0.000110629,0,-0.00410201,0,2.24453E-06,0,11.19954237,2.84365,18.91161701,2.908645424,4.72425E-05,0,0.142976975,0.143017954,2.84365,1.825318294,0.401505835,0,1,0,0,0.55,40048.20954,0.416467651,0.000173656,2398.23511,3.042325814
5.5,1.397884103,0.018,0.14055701,42.63197797,3279.602439,42.63197797,23.44758788,34.28214718,3.841531131,23.03024733,2.002488705,40.05066747,56.06968373,3.00394364,1.001289021,3.00394364,6.007887279,36.04645582,0.075270786,18.90759983,18.91027782,0.143243004,0.14312034,0.14312034,0.004103366,0.000256347,0.000256347,5.002498997,0,0.001955254,0.199542289,164373.4216,33146.18844,0.004964929,0.027795712,8.39E-07,0.142745946,2.916514624,0.001620894,0.009639321,7.8087228,0.000203337,6904.861908,0.000115897,0,-0.004101121,0,2.24495E-06,0,11.19205061,2.8443,18.91295629,2.912347148,0.001282375,0,0.142956481,0.142997466,2.8443,2.026862854,0.405170067,0,1,0,0,0.55,40051.05035,0.41660079,0.000173719,2398.130993,3.042436567
5.75,1.452148729,0.018,0.140850798,42.73446243,3284.398536,42.73446243,23.50395433,34.2519676,4.008586768,23.03193059,2.002627201,40.05348711,56.07356162,3.004163103,1.001360755,3.004163103,6.008326206,36.04904108,0.075915994,18.90893875,18.91161701,0.14322258,0.143099872,0.143099872,0.004102478,0.000529892,0.000529892,5.508894117,0,0.001955038,0.207336886,165527.5283,33153.84153,0.004964017,0.027804489,8.39E-07,0.142779374,2.920180772,0.001620948,0.009701669,7.825044356,0.000203367,6900.049767,0.000120909,0,-0.004100232,0,2.24535E-06,0,11.18461997,2.844918416,18.91429564,2.916048872,0.002919118,0,0.142935986,0.142976975,2.844918416,2.254934117,0.409326095,0,1,0,0,0.55,40053.8913,0.416726563,0.000173779,2398.026843,3.042541938
6,1.504496148,0.018,0.141143005,42.81663076,3289.206163,42.81663076,23.54914692,34.22288804,4.153076766,23.03361391,2.002765701,40.05630684,56.07743964,3.004382573,1.001432492,3.004382573,6.008765146,36.05162643,0.076559747,18.91027782,18.91295629,0.143202148,0.143079399,0.143079399,0.004101589,0.000839544,0.000839544,6.071897867,0,0.001954822,0.214854461,166452.8493,33161.44726,0.00496323,0.027812906,8.39E-07,0.142808249,2.92384692,0.001620994,0.009763682,7.841278057,0.000203393,6895.285076,0.000125238,0,-0.004099343,0,2.2457E-06,0,11.17721547,2.845452607,18.91563503,2.919750596,0.005097624,0,0.14291549,0.142956481,2.845452607,2.518477336,0.414775971,0,1,0,0,0.55,40056.73234,0.416832724,0.000173831,2397.922661,3.042632959
6.25,1.554990714,0.018,0.14143363,42.89835424,3294.023034,42.89835424,23.59409483,34.19402213,4.297627243,23.03529724,2.002904203,40.0591266,56.08131769,3.004602045,1.001504228,3.004602045,6.009204091,36.0542118,0.077202012,18.91161701,18.91429564,0.143181707,0.143058922,0.143058922,0.0041007,0.004332404,0.004332404,6.700242794,0,0.001954606,0.222110402,167373.1607,33169.01147,0.004962443,0.027821289,8.39E-07,0.142837124,2.927513069,0.00162104,0.009825359,7.857423872,0.000203419,6890.561927,0.000129568,0,-0.004098454,0,2.24605E-06,0,11.16987787,2.845986798,18.91697444,2.92345232,0.029028156,0,0.142894992,0.142935986,2.845986798,2.820101217,0.420895377,0,1,0,0,0.55,40059.5734,0.416938871,0.000173883,2397.818453,3.042723979
6.5,1.603697831,0.018,0.141722672,42.97963277,3298.849099,42.97963277,23.63879802,34.16536966,4.442237655,23.03698056,2.003042704,40.06194633,56.08519571,3.004821516,1.001575965,3.004821516,6.009643031,36.05679714,0.077842755,18.91295629,18.91563503,0.143161258,0.14303844,0.14303844,0.00409981,0.015512487,0.015512487,7.398011059,0,0.00195439,0.229113893,168288.4613,33176.53415,0.004961656,0.027829638,8.39E-07,0.142865999,2.931179217,0.001621086,0.0098867,7.873481776,0.000203445,6885.880298,0.000133897,0,-0.004097564,0,2.24639E-06,0,11.16260714,2.846520989,18.91831383,2.927154044,0.114761548,0,0.142874494,0.14291549,2.846520989,3.161266979,0.427313092,0,1,0,0,0.55,40062.41444,0.417045002,0.000173934,2397.714218,3.042814999
6.75,1.650680608,0.018,0.142010132,43.06046624,3303.684308,43.06046624,23.68325643,34.13693043,4.586907459,23.03866383,2.003181202,40.064766,56.08907364,3.005040981,1.001647699,3.005040981,6.010081962,36.05938243,0.078481944,18.91429564,18.91697444,0.143140802,0.143017954,0.143017954,0.00409892,0.049024046,0.049024046,8.159637417,0,0.001954174,0.235873799,169198.7501,33184.01525,0.004960869,0.027837953,8.39E-07,0.142894875,2.934845365,0.001621133,0.009947706,7.889451756,0.000203471,6881.240167,0.000138226,0,-0.004096674,0,2.24674E-06,0,11.15540325,2.84705518,18.91965319,2.930855767,0.400018443,0,0.142853995,0.142894992,2.84705518,3.527052614,0.432256047,0,1,0,0,0.55,40065.25542,0.417151118,0.000173986,2397.609957,3.04290602
7,1.695999938,0.018,0.142296008,43.14195851,3308.52861,43.14195851,23.72807718,34.10888711,4.726781068,23.04034704,2.003319693,40.06758555,56.09295142,3.005260437,1.001719431,3.005260437,6.010520875,36.06196761,0.079119546,18.91563503,18.91831383,0.14312034,0.142997466,0.142997466,0.00409803,0.091776778,0.091776778,8.94139596,0,0.001953958,0.242397016,170104.0267,33191.45476,0.004960108,0.027846165,8.39E-07,0.142922774,2.938380617,0.001621177,0.010008375,7.905333802,0.000203496,6876.641512,0.00014241,0,-0.004095783,0,2.24707E-06,0,11.14825543,2.847571324,18.9209925,2.934578579,0.82061251,0,0.142833497,0.142874494,2.847571324,3.909590568,0.437246106,0,1,0,0,0.55,40068.09628,0.41725302,0.000174036,2397.505669,3.042993965
7.25,1.739713939,0.018,0.142580303,43.23003167,3313.382081,43.23003167,23.77651742,34.08111865,4.864889956,23.04203016,2.003458178,40.07040495,56.09682897,3.005479882,1.001791159,3.005479882,6.010959763,36.06455265,0.079755529,18.91697444,18.91965319,0.143099872,0.142976975,0.142976975,0.00409714,0.141100271,0.141100271,9.713640474,0,0.001953742,0.248692643,171004.2913,33198.85393,0.004959358,0.027854319,8.39E-07,0.142950308,2.941866783,0.001621221,0.010068709,7.921127918,0.000203521,6872.083049,0.000146538,0,-0.004094893,0,2.2474E-06,0,11.14116833,2.848080699,18.92233173,2.938309298,1.370597306,0,0.142812999,0.142853995,2.848080699,4.295775193,0.442241527,0,1,0,0,0.55,40070.93698,0.417353334,0.000174086,2397.401356,3.043080757
7.5,1.781879111,0.018,0.142863014,43.31761455,3318.245459,43.31761455,23.824688,34.05355387,5.003053925,23.04371316,2.003596652,40.07322415,56.10070626,3.00569931,1.001862881,3.00569931,6.011398621,36.06713751,0.080389862,18.91831383,18.9209925,0.143079399,0.142956481,0.142956481,0.004096249,0.179577138,0.179577138,10.44493495,0,0.001953526,0.25476923,171899.5443,33206.21319,0.004958607,0.027862439,8.39E-07,0.142977842,2.945352948,0.001621266,0.010128706,7.936834111,0.000203546,6867.564284,0.000150666,0,-0.004094002,0,2.24773E-06,0,11.1341452,2.848590074,18.92367087,2.942040017,1.87567152,0,0.142792502,0.142833497,2.848590074,4.668756694,0.446987628,0,1,0,0,0.55,40073.77748,0.417453633,0.000174135,2397.297017,3.043167549
7.75,1.822550212,0.018,0.143144143,43.40470723,3323.118691,43.40470723,23.87258898,34.02619259,5.141272478,23.04539601,2.003735115,40.07604311,56.10458322,3.005918721,1.001934598,3.005918721,6.011837441,36.06972215,0.081022513,18.91965319,18.92233173,0.143058922,0.142935986,0.142935986,0.004095359,0.211871988,0.211871988,11.14320624,0,0.00195331,0.260634478,172789.7868,33213.53255,0.004957857,0.027870528,8.39E-07,0.143005376,2.948839114,0.00162131,0.010188368,7.952452399,0.000203571,6863.085196,0.000154795,0,-0.004093111,0,2.24806E-06,0,11.12718599,2.849099449,18.9250099,2.945770736,2.360933263,0,0.142772006,0.142812999,2.849099449,5.027069378,0.451133118,0,1,0,0,0.55,40076.61774,0.417553917,0.000174185,2397.192654,3.043254341
8,1.861780072,0.018,0.143423691,43.49130987,3328.00172,43.49130987,23.92022043,33.9990346,5.279545118,23.0470787,2.003873564,40.0788618,56.1084598,3.00613811,1.002006308,3.00613811,6.012276219,36.07230653,0.081653452,18.9209925,18.92367087,0.14303844,0.14291549,0.14291549,0.004094468,0.245671929,0.245671929,11.80974027,0,0.001953094,0.26629582,173675.02,33220.81197,0.004957106,0.027878583,8.39E-07,0.143032909,2.952322856,0.001621354,0.010247694,7.967982807,0.000203595,6858.645762,0.000158923,0,-0.004092219,0,2.24839E-06,0,11.12029068,2.849608824,18.92634879,2.949501845,2.901321673,0,0.142751512,0.142792502,2.849608824,5.365863466,0.454359143,0,1,0,0,0.55,40079.45773,0.417654186,0.000174234,2397.088265,3.043341133
8.25,1.899619663,0.018,0.143701657,43.57742264,3332.894493,43.57742264,23.96758245,33.97207972,5.417871349,23.04876121,2.004011999,40.08168018,56.11233596,3.006357475,1.00207801,3.006357475,6.012714949,36.07489064,0.08228265,18.92233173,18.9250099,0.143017954,0.142894992,0.142894992,0.004093577,0.259068312,0.259068312,12.42587572,0,0.001952878,0.271760431,174555.2459,33228.05144,0.004956356,0.027886606,8.39E-07,0.143060443,2.955795689,0.001621398,0.010306685,7.983425367,0.00020362,6854.245962,0.000163051,0,-0.004091328,0,2.24873E-06,0,11.11345924,2.850118199,18.92768754,2.953234712,3.219150643,0,0.142731019,0.142772006,2.850118199,5.682865389,0.457341238,0,1,0,0,0.55,40082.29741,0.417754441,0.000174283,2396.983852,3.043427925
8.5,1.936118166,0.018,0.143978042,43.66304576,3337.796953,43.66304576,24.01467517,33.94532775,5.556250673,23.05044352,2.004150416,40.08449821,56.11621165,3.006576813,1.002149703,3.006576813,6.013153626,36.07747443,0.082910076,18.92367087,18.92634879,0.142997466,0.142874494,0.142874494,0.004092685,0.270292198,0.270292198,13.0418044,0,0.001952661,0.277035231,175430.4667,33235.25096,0.004955605,0.027894596,8.39E-07,0.143087977,2.959268523,0.001621442,0.01036534,7.998780118,0.000203645,6849.885775,0.000167179,0,-0.004090436,0,2.24906E-06,0,11.10669164,2.850627574,18.92902613,2.956967579,3.525097979,0,0.142710528,0.142751512,2.850627574,6.010202233,0.460841311,0,1,0,0,0.55,40085.13674,0.417854681,0.000174333,2396.879413,3.043514717
