Years,Available Area for Marsh Encroachment,Birth Rate,Births,Carbon Dioxide Released as a function of FF Consumption,Carbon in the Atmosphere,Carbon Released into the Atmosphere,Carbon Sequestration,Conversion to High Marsh,Conversion to Low Marsh,Days Recreating[Birding],Days Recreating[Hiking],Days Recreating[Marsh Walking],Days Recreating[Marsh Driving],Days Recreating[Boat Fishing],Days Recreating[Land Fishing],Days Recreating[Duck Hunting],Days Recreating[Pleasure Boating],Days Recreating[Marsh Work],Deaths,Delay in Action Erosion Control,Delay in Action: Flood Control,Delay in Erosion Control Implementation,Delay in Flood Control Implementation High Marsh,Delay in Flood Control Implementation Low Marsh,Erosion Control Rate,Fiddler Crab Carrying Capacity,Fiddler Crab Mortality Rate,Fiddler Crabs,Flood Mitigation Rate: High Marsh,Flood Mitigation Rate: Low Marsh,Forest Converted to High Marsh,Global Fossil Fuel Consumption,High Marsh Area,High Marsh Conversion Rate,High Marsh Erosion,High Marsh Erosion Rate,High Marsh to Upland Conversion Rate,High Sea Level Rise,Horizontal Growth Rate: Low Marsh,Human Mortality Rate,Human Population,Inundation Loss Rate: Low Marsh,Low Marsh Area,Low Marsh Conversion Rate,Low Marsh Erosion,Low Marsh Erosion Rate,Low Marsh Erosion Rate: Fiddler Crabs,Low Marsh Erosion Rate: SLR,Low Marsh Growth: Fiddlers,Low Marsh Horizontal Growth,Low Sea Level Rise,Mean Days Recreating,Medium Sea Level Rise,Mortality,Mortality Rate mediated by Low Marsh Area,Policy Demand Flood Control,Policy Demand: Erosion Control,Rate of Sea Level Rise,Recruitment,Recruitment Rate,Salt Water Inundation in Low Marsh,Scenario 1,Scenario 2,Scenario 3,Sequestration Rate,Total Marsh Area,Upland Border Decay,Upland Border Decay Rate,Upland Border Extent,Vertical Growth Rate: Low Marsh
3.5,0.899001434,0.018,0.138149896,41.51905477,3241.800763,41.51905477,22.83548012,34.14384549,15.30721813,23.01687574,2.00138851,40.02826865,56.03887829,3.002200255,1.000719177,3.002200255,6.00440051,36.02591886,0.070061015,18.89692803,18.89961923,0.143283822,0.143283822,0.143283822,0.004105142,0.00001,0.00001,2.377530691,0,0.001956977,0.130409837,152516.1539,33062.9471,0.004901827,0.02788883,8.44E-07,0.145060767,2.887124181,0.001624601,0.009128478,7.674994217,0.000205419,6965.535166,0.000462972,0,-0.004102869,0,2.27273E-06,6.54802E-06,11.36182456,2.8391,18.90231669,2.882723852,2.37753E-05,0,0.143119602,0.143160789,2.887124181,0.90307513,0.379837423,0,0,0,1,0.55,40028.48226,0.426708615,0.000177873,2398.945978,3.049733348
3.75,0.973076128,0.018,0.138456296,41.65308065,3246.471656,41.65308065,22.90919435,34.09691651,16.29587208,23.0185739,2.001528232,40.03111324,56.0427905,3.00242166,1.000791546,3.00242166,6.00484332,36.028527,0.070716575,18.89827287,18.90096715,0.143283822,0.143263368,0.143263368,0.004105142,0.00001,0.00001,2.60329353,0,0.001956762,0.141348774,154025.4574,33067.68188,0.004896403,0.02790683,8.44E-07,0.145259729,2.890804977,0.001624919,0.009193503,7.692016437,0.000205598,6963.666465,0.000492804,0,-0.004102867,0,2.27512E-06,7.1698E-06,11.36532484,2.83975,18.90366789,2.886427849,2.60329E-05,0,0.143098974,0.143140207,2.890804977,0.995487251,0.382395316,0,0,0,1,0.55,40031.34835,0.427546214,0.00017823,2398.839301,3.050360516
4,1.044625488,0.018,0.138761125,41.78641924,3251.157628,41.78641924,22.98253058,34.05127833,17.28467463,23.02027419,2.00166813,40.03396141,56.04670763,3.002643344,1.000864006,3.002643344,6.005286687,36.03113842,0.071370969,18.89961923,18.90231669,0.143283822,0.143242895,0.143242895,0.004105142,0.00001,0.00001,2.852158834,0,0.001956546,0.151949856,155527.0212,33072.16051,0.004890979,0.027924617,8.44E-07,0.14545869,2.894485774,0.001625238,0.009258194,7.708951367,0.000205777,6962.057535,0.000522635,0,-0.004102864,0,2.2775E-06,7.85521E-06,11.3696888,2.8404,18.90502079,2.890131846,2.85216E-05,0,0.14307832,0.143119602,2.894485774,1.098106528,0.385008898,0,0,0,1,0.55,40034.21804,0.4283837,0.000178588,2398.732414,3.050987685
4.25,1.11373395,0.018,0.13906438,41.92202599,3255.8586,41.92202599,23.05711429,34.0069264,18.27360298,23.0219767,2.001808209,40.03681328,56.05062986,3.002865316,1.00093656,3.002865316,6.005730632,36.03375324,0.072024161,18.90096715,18.90366789,0.143283822,0.143222401,0.143222401,0.004105142,0.00001,0.00001,3.126678336,0,0.00195633,0.162223873,157020.8363,33076.38316,0.004885555,0.027942191,8.45E-07,0.145657652,2.898166571,0.001625557,0.009322552,7.725798906,0.000205956,6960.708307,0.000552467,0,-0.004102862,0,2.27989E-06,8.60788E-06,11.37494211,2.84105,18.90637546,2.893835843,3.12668E-05,0,0.143057641,0.143098974,2.898166571,1.212107654,0.387666246,0,0,0,1,0.55,40037.09147,0.429221072,0.000178945,2398.625318,3.051614853
4.5,1.180483249,0.018,0.139366061,42.06740752,3260.574828,42.06740752,23.13707414,33.96385614,19.26263435,23.0236815,2.001948478,40.03966901,56.05455738,3.003087588,1.001009212,3.003087588,6.006175176,36.03637159,0.072676112,18.90231669,18.90502079,0.143283822,0.143201885,0.143201885,0.004105142,0.00001,0.00001,3.429697433,0,0.001956113,0.17218129,158506.8946,33080.35006,0.004880132,0.027959553,8.45E-07,0.145856614,2.901847367,0.001625875,0.009386575,7.742558961,0.000206135,6959.618711,0.000582298,0,-0.004102859,0,2.28228E-06,9.39821E-06,11.38087917,2.8417,18.90773195,2.89753984,3.4297E-05,0,0.143036936,0.14307832,2.901847367,1.339638003,0.390599471,0,0,0,1,0.55,40039.96878,0.43005833,0.000179302,2398.518013,3.052242021
4.75,1.244952509,0.018,0.139666166,42.21202946,3265.307411,42.21202946,23.2166162,33.92218562,20.24853235,23.02538866,2.00208894,40.04252868,56.05849032,3.003310166,1.001081964,3.003310166,6.006620333,36.03899355,0.073326787,18.90366789,18.90637546,0.143283822,0.143181348,0.143181348,0.004105142,0.00001,0.00001,3.764598359,0,0.001955897,0.18183145,159985.1884,33084.06143,0.004874726,0.027976657,8.46E-07,0.146054929,2.905516179,0.001626193,0.009450264,7.759231448,0.000206313,6958.788626,0.000612033,0,-0.004102857,0,2.28466E-06,1.02717E-05,11.38780991,2.84235,18.90909031,2.901241977,3.7646E-05,0,0.143016204,0.143057641,2.905516179,1.48270746,0.393855418,0,0,0,1,0.55,40042.85005,0.430892685,0.000179658,2398.410498,3.052867147
5,1.307217818,0.018,0.139964693,42.35589117,3270.056265,42.35589117,23.29574014,33.88181072,21.23377353,23.02709826,2.002229604,40.04539245,56.06242891,3.003533065,1.001154821,3.003533065,6.00706613,36.04161928,0.073976148,18.90502079,18.90773195,0.143283822,0.143160789,0.143160789,0.004105142,0.00001,0.00001,4.135265813,0,0.00195568,0.191184657,161455.7113,33087.5183,0.004869324,0.027993538,8.46E-07,0.146253099,2.909182327,0.00162651,0.009513618,7.775816293,0.000206492,6958.217165,0.000641746,0,-0.004102855,0,2.28704E-06,1.12385E-05,11.3958097,2.843,18.91045062,2.904943701,4.13527E-05,0,0.142995444,0.143036936,2.909182327,1.64370304,0.397484252,0,0,0,1,0.55,40045.73547,0.431726307,0.000180013,2398.302775,3.05349182
5.25,1.367353231,0.018,0.140261642,42.49899206,3274.821302,42.49899206,23.37444564,33.84269885,22.21904955,23.02881044,2.002370479,40.04826053,56.06637342,3.003756298,1.001227787,3.003756298,6.007512596,36.04424895,0.074624159,18.90637546,18.90909031,0.143263368,0.143140207,0.143140207,0.004104252,1.03917E-05,1.03917E-05,4.546181234,0,0.001955463,0.200250616,162918.4574,33090.72111,0.004863921,0.028010207,8.46E-07,0.146451269,2.912848476,0.001626827,0.009576637,7.79231343,0.00020667,6957.904108,0.000671459,0,-0.004101963,0,2.28942E-06,1.23102E-05,11.40496196,2.84365,18.91181298,2.908645424,4.72425E-05,0,0.142974655,0.143016204,2.912848476,1.825318294,0.401505835,0,0,0,1,0.55,40048.62522,0.432559814,0.000180369,2398.194844,3.054116492
5.5,1.42543053,0.018,0.14055701,42.63197797,3279.602439,42.63197797,23.44758788,33.80484573,23.20433791,23.03052531,2.002511577,40.05113312,56.07032414,3.003979883,1.001300868,3.003979883,6.007959766,36.04688276,0.075270786,18.90773195,18.91045062,0.143242895,0.143119602,0.143119602,0.004103361,0.000256347,0.000256347,5.002498997,0,0.001955246,0.209038588,164373.4216,33093.67008,0.004858519,0.028026664,8.47E-07,0.146649439,2.916514624,0.001627145,0.009639321,7.8087228,0.000206848,6957.849436,0.000701171,0,-0.00410107,0,2.29179E-06,1.35004E-05,11.41536117,2.8443,18.91317748,2.912347148,0.001282375,0,0.142953837,0.142995444,2.916514624,2.026862854,0.405170067,0,0,0,1,0.55,40051.51952,0.433393206,0.000180725,2398.086704,3.054741164
5.75,1.481519185,0.018,0.140850798,42.73446243,3284.398536,42.73446243,23.50395433,33.76824717,24.18961617,23.03224303,2.002652907,40.05401047,56.0742814,3.004203838,1.00137407,3.004203838,6.008407675,36.04952094,0.075915994,18.90909031,18.91181298,0.143222401,0.143098974,0.143098974,0.00410247,0.000529892,0.000529892,5.508894117,0,0.001955028,0.21755755,165527.5283,33096.36546,0.004853117,0.028042909,8.47E-07,0.146847609,2.920180772,0.001627462,0.009701669,7.825044356,0.000207026,6958.05315,0.000730884,0,-0.004100176,0,2.29417E-06,1.48211E-05,11.42709331,2.844918416,18.91454424,2.916048872,0.002919118,0,0.142932987,0.142974655,2.920180772,2.254934117,0.409326095,0,0,0,1,0.55,40054.41861,0.434226485,0.00018108,2397.978355,3.055365837
6,1.535686418,0.018,0.141143005,42.81663076,3289.206163,42.81663076,23.54914692,33.73289908,25.17486191,23.03396374,2.002794485,40.05689284,56.07824557,3.004428183,1.0014474,3.004428183,6.008856367,36.05216371,0.076559747,18.91045062,18.91317748,0.143201885,0.14307832,0.14307832,0.004101578,0.000839544,0.000839544,6.071897867,0,0.001954811,0.225816206,166452.8493,33098.8075,0.004847715,0.028058941,8.48E-07,0.147045779,2.92384692,0.001627779,0.009763682,7.841278057,0.000207204,6958.515265,0.000760597,0,-0.004099281,0,2.29655E-06,1.62895E-05,11.44027832,2.845452607,18.91591339,2.919750596,0.005097624,0,0.142912105,0.142953837,2.92384692,2.518477336,0.414775971,0,0,0,1,0.55,40057.32276,0.435059648,0.000181436,2397.869799,3.055990509
6.25,1.587997279,0.018,0.14143363,42.89835424,3294.023034,42.89835424,23.59409483,33.69879746,26.16005275,23.03568762,2.002936323,40.05978053,56.08221705,3.004652943,1.001520865,3.004652943,6.009305886,36.05481137,0.077202012,18.91181298,18.91454424,0.143181348,0.143057641,0.143057641,0.004100684,0.004332404,0.004332404,6.700242794,0,0.001954593,0.233822991,167373.1607,33100.99645,0.004842313,0.02807476,8.48E-07,0.14724395,2.927513069,0.001628097,0.009825359,7.857423872,0.000207383,6959.235825,0.00079031,0,-0.004098385,0,2.29893E-06,1.78747E-05,11.45470275,2.845986798,18.91728506,2.92345232,0.029028156,0,0.142891187,0.142932987,2.927513069,2.820101217,0.420895377,0,0,0,1,0.55,40060.23227,0.435892696,0.000181792,2397.761034,3.056615181
6.5,1.638514705,0.018,0.141722672,42.97963277,3298.849099,42.97963277,23.63879802,33.66593805,27.14516636,23.03741483,2.003078435,40.06267378,56.08619618,3.004878135,1.001594471,3.004878135,6.009756271,36.05746412,0.077842755,18.91317748,18.91591339,0.143160789,0.143036936,0.143036936,0.00409979,0.015512487,0.015512487,7.398011059,0,0.001954374,0.241586081,168288.4613,33102.93257,0.004836911,0.028090367,8.49E-07,0.14744212,2.931179217,0.001628414,0.0098867,7.873481776,0.000207561,6960.214815,0.000820023,0,-0.004097489,0,2.30131E-06,1.96187E-05,11.47066124,2.846520989,18.91865937,2.927154044,0.114761548,0,0.142870234,0.142912105,2.931179217,3.161266979,0.427313092,0,0,0,1,0.55,40063.14738,0.436725629,0.000182147,2397.652061,3.057239854
6.75,1.687299592,0.018,0.142010132,43.06046624,3303.684308,43.06046624,23.68325643,33.63431693,28.13018041,23.03914554,2.003220836,40.06557291,56.0901834,3.005103786,1.001668228,3.005103786,6.010207572,36.06012227,0.078481944,18.91454424,18.91728506,0.143140207,0.143016204,0.143016204,0.004098895,0.049024046,0.049024046,8.159637417,0,0.001954156,0.249113401,169198.7501,33104.61614,0.004831509,0.028105761,8.49E-07,0.14764029,2.934845365,0.001628731,0.009947706,7.889451756,0.000207739,6961.452287,0.000849736,0,-0.004096591,0,2.30368E-06,2.15223E-05,11.48816137,2.84705518,18.92003648,2.930855767,0.400018443,0,0.142849241,0.142891187,2.934845365,3.527052614,0.432256047,0,0,0,1,0.55,40066.06842,0.437558446,0.000182503,2397.542879,3.057864526
7,1.734410853,0.018,0.142296008,43.14195851,3308.52861,43.14195851,23.72807718,33.60527315,29.07995139,23.04087996,2.003363541,40.06847825,56.09417915,3.005329919,1.001742142,3.005329919,6.010659838,36.0627861,0.079119546,18.91591339,18.91865937,0.143119602,0.142995444,0.142995444,0.004097998,0.091776778,0.091776778,8.94139596,0,0.001953937,0.256400358,170104.0267,33106.04742,0.004826299,0.028120444,8.49E-07,0.147831385,2.938380617,0.001629037,0.010008375,7.905333802,0.000207911,6962.948293,0.000878388,0,-0.004095692,0,2.30598E-06,2.34762E-05,11.50636569,2.847571324,18.92141654,2.934578579,0.82061251,0,0.142828209,0.142870234,2.938380617,3.909590568,0.437246106,0,0,0,1,0.55,40068.99572,0.438360704,0.000182846,2397.43349,3.058466895
7.25,1.779900939,0.018,0.142580303,43.23003167,3313.382081,43.23003167,23.77651742,33.57791922,30.01641314,23.04261816,2.003506557,40.07138991,56.0981836,3.005556544,1.001816217,3.005556544,6.011113089,36.06545573,0.079755529,18.91728506,18.92003648,0.143098974,0.142974655,0.142974655,0.004097101,0.141100271,0.141100271,9.713640474,0,0.001953718,0.263460628,171004.2913,33107.23582,0.004821162,0.028134734,8.50E-07,0.148019826,2.941866783,0.001629339,0.010068709,7.921127918,0.000208081,6964.693554,0.000906642,0,-0.004094793,0,2.30824E-06,2.5534E-05,11.52568369,2.848080699,18.92279959,2.938309298,1.370597306,0,0.142807133,0.142849241,2.941866783,4.295775193,0.442241527,0,0,0,1,0.55,40071.92938,0.439151434,0.000183184,2397.3239,3.0590609
7.5,1.823823641,0.018,0.142863014,43.31761455,3318.245459,43.31761455,23.824688,33.55173105,30.95271843,23.04436026,2.003649894,40.07430811,56.10219705,3.005783679,1.001890458,3.005783679,6.011567358,36.06813136,0.080389862,18.91865937,18.92141654,0.14307832,0.142953837,0.142953837,0.004096202,0.179577138,0.179577138,10.44493495,0,0.001953498,0.270305742,171899.5443,33108.18503,0.004816026,0.028148822,8.50E-07,0.148208267,2.945352948,0.001629641,0.010128706,7.936834111,0.00020825,6966.684599,0.000934896,0,-0.004093892,0,2.3105E-06,2.75934E-05,11.54542797,2.848590074,18.92418576,2.942040017,1.87567152,0,0.142786013,0.142828209,2.945352948,4.668756694,0.446987628,0,0,0,1,0.55,40074.86963,0.439942054,0.000183522,2397.214112,3.059654906
7.75,1.866232719,0.018,0.143144143,43.40470723,3323.118691,43.40470723,23.87258898,33.52670379,31.88884724,23.04610629,2.003793556,40.0772329,56.10621956,3.006011327,1.001964867,3.006011327,6.012022653,36.07081304,0.081022513,18.92003648,18.92279959,0.143057641,0.142932987,0.142932987,0.004095303,0.211871988,0.211871988,11.14320624,0,0.001953278,0.276942793,172789.7868,33108.89532,0.004810889,0.028162707,8.51E-07,0.148396709,2.948839114,0.001629942,0.010188368,7.952452399,0.000208419,6968.921203,0.00096315,0,-0.00409299,0,2.31276E-06,2.95598E-05,11.56494109,2.849099449,18.92557506,2.945770736,2.360933263,0,0.142764846,0.142807133,2.948839114,5.027069378,0.451133118,0,0,0,1,0.55,40077.81653,0.440732564,0.00018386,2397.104126,3.060248911
8,1.907180162,0.018,0.143423691,43.49130987,3328.00172,43.49130987,23.92022043,33.50285666,32.82412915,23.0478562,2.003937535,40.08016418,56.11025099,3.006239479,1.002039441,3.006239479,6.012478958,36.07350066,0.081653452,18.92141654,18.92418576,0.143036936,0.142912105,0.142912105,0.004094402,0.245671929,0.245671929,11.80974027,0,0.001953058,0.283378401,173675.02,33109.36698,0.004805755,0.02817638,8.51E-07,0.148585019,2.952322856,0.001630244,0.010247694,7.967982807,0.000208589,6971.402974,0.000991385,0,-0.004092087,0,2.31502E-06,3.14369E-05,11.58424724,2.849608824,18.92696744,2.949501845,2.901321673,0,0.142743632,0.142786013,2.952322856,5.365863466,0.454359143,0,0,0,1,0.55,40080.76996,0.441522398,0.000184198,2396.993943,3.060842503
8.25,1.946716161,0.018,0.143701657,43.57742264,3332.894493,43.57742264,23.96758245,33.48027043,33.75626776,23.04960992,2.004081829,40.08310185,56.1142912,3.006468129,1.002114178,3.006468129,6.012936257,36.07619414,0.08228265,18.92279959,18.92557506,0.143016204,0.142891187,0.142891187,0.0040935,0.259068312,0.259068312,12.42587572,0,0.001952837,0.289618297,174555.2459,33109.60047,0.004800638,0.02818981,8.51E-07,0.14877274,2.955795689,0.001630545,0.010306685,7.983425367,0.000208758,6974.129354,0.001019531,0,-0.004091183,0,2.31727E-06,3.31828E-05,11.60304991,2.850118199,18.92836285,2.953234712,3.219150643,0,0.14272237,0.142764846,2.955795689,5.682865389,0.457341238,0,0,0,1,0.55,40083.72982,0.442309586,0.000184535,2396.883562,3.061434237
8.5,1.984888983,0.018,0.143978042,43.66304576,3337.796953,43.66304576,24.01467517,33.45882343,34.68817108,23.05136734,2.004226427,40.08604572,56.11833996,3.006697261,1.002189072,3.006697261,6.013394522,36.0788933,0.082910076,18.92418576,18.92696744,0.142995444,0.142870234,0.142870234,0.004092597,0.270292198,0.270292198,13.0418044,0,0.001952617,0.295669977,175430.4667,33109.59682,0.004795521,0.028203038,8.52E-07,0.148960461,2.959268523,0.001630845,0.01036534,7.998780118,0.000208927,6977.099116,0.001047677,0,-0.004090278,0,2.31953E-06,3.54664E-05,11.62602107,2.850627574,18.92976121,2.956967579,3.525097979,0,0.142701061,0.142743632,2.959268523,6.010202233,0.460841311,0,0,0,1,0.55,40086.69594,0.443096663,0.000184872,2396.772985,3.06202597
