Years,Available Area for Marsh Encroachment,Birth Rate,Births,Carbon Dioxide Released as a function of FF Consumption,Carbon in the Atmosphere,Carbon Released into the Atmosphere,Carbon Sequestration,Conversion to High Marsh,Conversion to Low Marsh,Days Recreating[Birding],Days Recreating[Hiking],Days Recreating[Marsh Walking],Days Recreating[Marsh Driving],Days Recreating[Boat Fishing],Days Recreating[Land Fishing],Days Recreating[Duck Hunting],Days Recreating[Pleasure Boating],Days Recreating[Marsh Work],Deaths,Delay in Action Erosion Control,="Delay in Action: Flood Control",Delay in Erosion Control Implementation,Delay in Flood Control Implementation High Marsh,Delay in Flood Control Implementation Low Marsh,Erosion Control Rate,Fiddler Crab Carrying Capacity,Fiddler Crab Mortality Rate,Fiddler Crabs,="Flood Mitigation Rate: High Marsh",="Flood Mitigation Rate: Low Marsh",Forest Converted to High Marsh,Global Fossil Fuel Consumption,High Marsh Area,High Marsh Conversion Rate,High Marsh Erosion,High Marsh Erosion Rate,High Marsh to Upland Conversion Rate,High Sea Level Rise,="Horizontal Growth Rate: Low Marsh",Human Mortality Rate,Human Population,="Inundation Loss Rate: Low Marsh",Low Marsh Area,Low Marsh Conversion Rate,Low Marsh Erosion,Low Marsh Erosion Rate,="Low Marsh Erosion Rate: Fiddler Crabs",="Low Marsh Erosion Rate: SLR",="Low Marsh Growth: Fiddlers",Low Marsh Horizontal Growth,Low Sea Level Rise,Mean Days Recreating,Medium Sea Level Rise,Mortality,Mortality Rate mediated by Low Marsh Area,Policy Demand Flood Control,="Policy Demand: Erosion Control",Rate of Sea Level Rise,Recruitment,Recruitment Rate,Salt Water Inundation in Low Marsh,Scenario 1,Scenario 2,Scenario 3,Sequestration Rate,Total Marsh Area,Upland Border Decay,Upland Border Decay Rate,Upland Border Extent,="Vertical Growth Rate: Low Marsh"
3.5,0.899001433929,0.018,0.138149895902,41.5190547698,3241.80076252,41.5190547698,22.8354801234,34.1260761385,15.30720886,23.0147160341,2.00121081293,40.0246509095,56.0339027621,3.0019186728,1.00062713901,3.0019186728,6.0038373456,36.0226018414,0.0700610151526,18.8959022328,18.8982481854,0.143283821581,0.143283821581,0.143283821581,0.0041051417636,0.00001,0.00001,2.37753069086,0,0,0.130409837113,152516.153888,33062.9270696,0.00490182659013,0.0278888135516,8.43507094605e-7,0.145060766525,2.88712418071,0.00162460081113,0.00912847790809,7.67499421678,0.000205419186355,6961.91011881,0.000462971981511,0,-0.00409709205193,0.00000577698246815,0.0000022727291983,0,11.310324826,2.8391,18.9005982434,2.88272385205,0.0000237753069086,0,0.143140585201,0.143176488089,2.88712418071,0.903075130073,0.379837422727,1.43010991208,0,0,1,0.55,40024.8371884,0.426708614933,0.000177873373912,2398.94597796,3.04973334796
3.75,0.973076128384,0.018,0.138456295865,41.6530806453,3246.47165618,41.6530806453,22.9091943549,34.0773749198,16.2958600182,23.0161947269,2.00133247753,40.0271278758,56.0373093708,3.00211146439,1.00069015503,3.00211146439,6.00422292878,36.0248729138,0.0707165745679,18.8970746979,18.8994226989,0.143283821581,0.143265971917,0.143265971917,0.0041051417636,0.00001,0.00001,2.60329352955,0,0,0.141348774226,154025.457411,33067.6574166,0.00489640287634,0.027906809101,8.43930634378e-7,0.145259728507,2.89080497738,0.00162491939955,0.00919350278921,7.69201643696,0.000205598129852,6959.67545572,0.000492803581846,0,-0.0040965411003,0.00000632554655865,0.00000227511674209,0,11.3089116626,2.83975,18.9017748197,2.88642784894,0.0000260329352955,0,0.143122610233,0.143158544468,2.89080497738,0.995487251067,0.38239531569,1.43089625807,0,0,1,0.55,40027.3328723,0.427546214297,0.0001782304526,2398.83930081,3.05036051625
4,1.0446254884,0.018,0.138761124611,41.7864192367,3251.15762776,41.7864192367,22.9825305802,34.0299636692,17.2846592918,23.0176747115,2.00145424841,40.0296070062,56.0407189556,3.00230442441,1.0007532261,3.00230442441,6.00460884882,36.0271459704,0.0713709690144,18.8982481854,18.9005982434,0.143283821581,0.143248106464,0.143248106464,0.0041051417636,0.00001,0.00001,2.85215883409,0,0,0.151949855595,155527.021233,33072.1311558,0.00489097916255,0.0279245919895,8.44354174151e-7,0.145458690489,2.89448577405,0.00162523798798,0.00925819422304,7.70895136729,0.000205777073349,6957.69958085,0.000522635182181,0,-0.00409593401373,0.00000693024558809,0.00000227750428587,0,11.3079176677,2.8404,18.902952424,2.89013184583,0.0000285215883409,0,0.143104619487,0.143140585202,2.89448577405,1.09810652825,0.385008897514,1.43173505699,0,0,1,0.55,40029.8307367,0.42838370008,0.000178587531287,2398.73241425,3.05098768454
4.25,1.11373394952,0.018,0.139064380311,41.9220259896,3255.85859992,41.9220259896,23.0571142943,33.9838372292,18.2735838267,23.0191559923,2.00157612595,40.0320883077,56.0441315265,3.00249755342,1.00081635241,3.00249755342,6.00499510685,36.0294210177,0.0720241606665,18.8994226989,18.9017748197,0.143283821581,0.143230225309,0.143230225309,0.0041051417636,0.00001,0.00001,3.12667833575,0,0,0.162223872566,157020.836349,33076.3484883,0.00488555544875,0.0279421620609,8.44777713924e-7,0.145657652472,2.89816657072,0.0016255565764,0.00932255182164,7.72579890619,0.000205956016845,6955.9823004,0.000552466782517,0,-0.00409526914498,0.00000759272678573,0.00000227989182966,0,11.3073427738,2.84105,18.9041310596,2.89383584271,0.0000312667833575,0,0.143086612948,0.143122610233,2.89816657072,1.21210765378,0.38766624629,1.43262640784,0,0,1,0.55,40032.3307887,0.429221072063,0.000178944609974,2398.62531833,3.05161485283
4.5,1.1804832494,0.018,0.1393660613,42.0674075183,3260.57482784,42.0674075183,23.1370741351,33.9389904247,19.2626107971,23.0206385751,2.00169811061,40.0345717904,56.0475470971,3.0026908522,1.00087953421,3.0026908522,6.0053817044,36.0316980647,0.0726761121719,18.9005982434,18.902952424,0.143283821581,0.143212328509,0.143212328509,0.0041051417636,0.00001,0.00001,3.4296974325,0,0,0.172181290177,158506.894551,33080.309622,0.00488013173496,0.0279595191652,8.45201253697e-7,0.145856614454,2.9018473674,0.00162587516483,0.0093865752314,7.7425589611,0.000206134960342,6954.52341615,0.000582298382852,0,-0.00409458986514,0.00000826961909074,0.00000228227937345,0,11.3071869055,2.8417,18.9053107312,2.8975398396,0.000034296974325,0,0.143068590678,0.143104619487,2.9018473674,1.33963800333,0.390599471147,1.43357040858,0,0,1,0.55,40034.8330382,0.430058330028,0.000179301688662,2398.51801306,3.05224202112
4.75,1.24495250936,0.018,0.139666166071,42.2120294602,3265.30741119,42.2120294602,23.2166162031,33.89554086,20.248503797,23.0221224674,2.00182020302,40.0370574665,56.0509656844,3.0028843217,1.00094277182,3.0028843217,6.0057686434,36.0339771229,0.0733267866549,18.9017748197,18.9041310596,0.143283821581,0.143194416098,0.143194416098,0.0041051417636,0.00001,0.00001,3.76459835909,0,0,0.181831449859,159985.188423,33084.0147724,0.00487472568135,0.0279766175332,8.45623414381e-7,0.146054928595,2.90551617901,0.00162619271589,0.00945026413282,7.75923144838,0.00020631332118,6953.32272536,0.000612032848379,0,-0.00409383937456,0.00000901772989491,0.00000228465914314,0,11.3074427672,2.84235,18.9064914448,2.90124197672,0.0000376459835909,0,0.143050552624,0.143086612948,2.90551617901,1.48270746008,0.393855417935,1.4345631047,0,0,1,0.55,40037.3374977,0.430892685157,0.000179657604664,2398.41049848,3.05286714728
5,1.30721781819,0.018,0.139964693278,42.3558911665,3270.0562645,42.3558911665,23.2957401416,33.8533837144,21.2337393242,23.0236076775,2.00194240384,40.03954535,56.0543873076,3.00307796301,1.00100606558,3.00307796301,6.00615592602,36.036258205,0.0739761477195,18.902952424,18.9053107312,0.143283821581,0.143176488089,0.143176488089,0.0041051417636,0.00001,0.00001,4.13526581261,0,0,0.191184656679,161455.711334,33087.4649954,0.00486932355222,0.0279934932093,8.460452686e-7,0.146253098772,2.90918232728,0.00162651003644,0.00951361824016,7.77581629324,0.000206491552538,6952.37918601,0.000641745728394,0,-0.00409300898947,0.00000984573694034,0.00000228703718526,0,11.3081145232,2.843,18.9076732068,2.90494370054,0.0000413526581261,0,0.143032498714,0.143068590678,2.90918232728,1.64370303961,0.397484252305,1.43560757195,0,0,1,0.55,40039.8441814,0.431726306545,0.000180013262291,2398.30277531,3.05349181964
5.25,1.36735323065,0.018,0.140261641733,42.4989920644,3274.82130226,42.4989920644,23.3744456354,33.8124855991,22.2190089878,23.0250942152,2.00206471391,40.0420354576,56.0578119896,3.00327177743,1.00106941592,3.00327177743,6.00654355486,36.0385413264,0.0746241594525,18.9041310596,18.9064914448,0.143265971917,0.143158544468,0.143158544468,0.00410436530408,0.0000103916853152,0.0000103916853152,4.54618123435,0,0,0.200250615729,162918.457427,33090.6607042,0.00486392142309,0.0280101563585,8.46467122819e-7,0.146451268948,2.91284847554,0.00162682735698,0.00957663730117,7.79231342963,0.000206669783896,6951.69240165,0.000671458608409,0,-0.00409131223786,0.0000107636509925,0.00000228941522738,0,11.3092033763,2.84365,18.9088560254,2.90864542437,0.0000472424847732,0,0.143014428859,0.143050552624,2.91284847554,1.82531829398,0.401505835312,1.43670476636,0,0,1,0.55,40042.3531059,0.432559813718,0.000180368919919,2398.19484373,3.054116492
5.5,1.42543053015,0.018,0.140557010404,42.6319779651,3279.60243887,42.6319779651,23.4475878808,33.7728413079,23.2042902653,23.0265820922,2.00218713417,40.0445278085,56.0612397568,3.00346576645,1.00113282334,3.00346576645,6.00693153291,36.0408265045,0.0752707864266,18.9053107312,18.9076732068,0.143248106465,0.143140585201,0.143140585201,0.0041035881578,0.000256346959504,0.000256346959504,5.00249899722,0,0,0.209038587758,164373.421617,33093.6021335,0.00485851929395,0.0280266068573,8.46888977037e-7,0.146649439125,2.91651462381,0.00162714467752,0.00963932109675,7.8087228002,0.000206848015254,6951.26215715,0.000701171488424,0,-0.0040895133785,0.00001178298603,0.0000022917932695,0,11.3107092211,2.8443,18.9100399095,2.9123471482,0.00128237540786,0,0.142996342957,0.143032498714,2.91651462381,2.02686285361,0.405170066948,1.43785478072,0,0,1,0.55,40044.8642907,0.433393206459,0.000180724577546,2398.08670378,3.05474116436
5.75,1.48151918482,0.018,0.140850798411,42.7344624266,3284.39853639,42.7344624266,23.5039543346,33.7344456178,24.1895606666,23.0280713212,2.00230966567,40.0470224241,56.0646706387,3.00365993175,1.00119628837,3.00365993175,6.0073198635,36.0431137591,0.0759159937021,18.9064914448,18.9088560254,0.143230225309,0.143122610233,0.143122610233,0.00410281032841,0.000529891764226,0.000529891764226,5.50889411677,0,0,0.217557550425,165527.528303,33096.2895243,0.00485311716482,0.0280428445883,8.47310831256e-7,0.146847609301,2.92018077207,0.00162746199807,0.00970166944064,7.82504435619,0.000207026246613,6951.088233,0.000730884368439,0,-0.00408760197187,0.0000129141852296,0.00000229417131162,0,11.3126319444,2.84491841578,18.9112248693,2.91604887203,0.00291911762247,0,0.142978240886,0.143014428859,2.92018077207,2.25493411687,0.40932609505,1.43905770675,0,0,1,0.55,40047.3777573,0.43422648455,0.000181080235173,2397.97835548,3.05536583672
6,1.53568641836,0.018,0.141143005033,42.8166307584,3289.20616341,42.8166307584,23.5491469171,33.6972932896,25.1747977356,23.0295619162,2.00243230956,40.049519328,56.0681046678,3.00385427515,1.00125981162,3.00385427515,6.00770855031,36.0454031119,0.0765597468304,18.9076732068,18.9100399095,0.143212328509,0.143104619487,0.143104619487,0.00410203181849,0.000839543826622,0.000839543826622,6.07189786659,0,0,0.225816206421,166452.84927,33098.7231242,0.00484771503569,0.0280588694399,8.47732685475e-7,0.147045779478,2.92384692034,0.00162777931861,0.00976368217914,7.84127805737,0.000207204477971,6951.17040532,0.000760597248454,0,-0.00408556343081,0.0000141718383281,0.00000229654935373,0,11.3149714259,2.84545260695,18.9124109162,2.91975059586,0.00509762436977,0,0.142960122508,0.142996342957,2.92384692034,2.51847733554,0.414775971349,1.44031363512,0,0,1,0.55,40049.8935295,0.435059647775,0.000181435892801,2397.86979885,3.05599050908
6.25,1.58799727869,0.018,0.141433629695,42.8983542442,3294.02303437,42.8983542442,23.5940948343,33.6613790676,26.1599790505,23.0310538927,2.00255506712,40.052018546,56.0715418794,3.00404879867,1.00132339374,3.00404879867,6.00809759734,36.0476945863,0.0772020118554,18.9088560254,18.9112248693,0.143194416099,0.143086612948,0.143086612948,0.00410125262953,0.00433240366435,0.00433240366435,6.70024279438,0,0,0.233822991355,167373.160699,33100.9031874,0.00484231290656,0.0280746813064,8.48154539694e-7,0.147243949654,2.92751306861,0.00162809663915,0.00982535919073,7.85742387192,0.000207382709329,6951.50844588,0.000790310128469,0,-0.00408310502074,0.0000158486813888,0.00000229892739585,0,11.3177275378,2.84598679813,18.9135980622,2.92345231969,0.0290281564344,0,0.142941987667,0.142978240887,2.92751306861,2.82010121664,0.420895376957,1.44162265543,0,0,1,0.55,40052.4116333,0.435892695916,0.000181791550428,2397.76103394,3.05661518144
6.5,1.63851470483,0.018,0.141722671975,42.9796327652,3298.84909922,42.9796327652,23.6387980209,33.6266976802,27.145082225,23.0325472672,2.00267793971,40.0545201059,56.0749823118,3.00424350446,1.00138703544,3.00424350446,6.00848700892,36.0499882079,0.0778427553158,18.9100399095,18.9124109162,0.143176488089,0.143068590678,0.143068590678,0.004100472762,0.015512486615,0.015512486615,7.39801105943,0,0,0.241586081455,168288.461254,33102.8299745,0.00483691077743,0.0280902800881,8.48576393913e-7,0.147442119831,2.93117921687,0.0016284139597,0.00988670038576,7.87348177638,0.000207560940687,6952.1021221,0.000820023008484,0,-0.00408037763769,0.00001779381887,0.00000230130543797,0,11.3209001449,2.8465209893,18.9147863206,2.92715404351,0.114761547537,0,0.14292383619,0.142960122509,2.93117921687,3.1612669788,0.427313091776,1.44298485622,0,0,1,0.55,40054.9320966,0.436725628757,0.000182147208055,2397.65206077,3.0572398538
6.75,1.68729959166,0.018,0.1420101316,43.0604662445,3303.68430791,43.0604662445,23.6832564345,33.5932438398,28.1300849093,23.0340420575,2.00280092878,40.0570240372,56.0784260059,3.00443839484,1.00145073747,3.00443839484,6.00887678968,36.0522840039,0.0784819442472,18.9112248693,18.9135980622,0.143158544468,0.143050552624,0.143050552624,0.00409969221538,0.0490240463588,0.0490240463588,8.15963741725,0,0,0.249113401042,169198.750066,33104.5037523,0.0048315086483,0.028105665691,8.48998248132e-7,0.147640290008,2.93484536514,0.00162873128024,0.00994770570617,7.88945175554,0.000207739172046,6952.95119706,0.000849735888499,0,-0.00407747156119,0.000019916970709,0.00000230368348009,0,11.3244891046,2.84705518048,18.9159757056,2.93085576734,0.400018443014,0,0.14290566789,0.142941987667,2.93484536514,3.52705261361,0.432256046838,1.44440032495,0,0,1,0.55,40057.4549494,0.437558446081,0.000182502865683,2397.54287936,3.05786452616
7,1.73441085292,0.018,0.142296008443,43.1419585087,3308.52861036,43.1419585087,23.7280771798,33.5623535278,29.0798436723,23.0355382824,2.0029240359,40.0595303718,56.0818730051,3.00463347226,1.00151450064,3.00463347226,6.00926694453,36.0545820034,0.0791195461833,18.9124109162,18.9147863206,0.143140585202,0.143032498714,0.143032498714,0.00409891098818,0.0917767777942,0.0917767777942,8.94139595989,0,0,0.256400358026,170104.026736,33105.924794,0.00482629939723,0.0281203393882,8.49405040434e-7,0.1478313847,2.93838061695,0.00162903727114,0.0100083751251,7.90533380238,0.000207911039817,6954.05542952,0.000878387897431,0,-0.00407450876742,0.0000220962441421,0.0000023059766164,0,11.3284154803,2.84757132353,18.917166232,2.93457857856,0.820612510181,0,0.142887482567,0.14292383619,2.93838061695,3.90959056767,0.437246106224,1.4458248953,0,0,1,0.55,40059.9802235,0.438360704032,0.000182845824881,2397.43348975,3.05846689517
7.25,1.77990093942,0.018,0.142580302523,43.2300316688,3313.38208069,43.2300316688,23.7765174178,33.5331397555,30.0162922559,23.0370359551,2.00304726213,40.0620391316,56.0853233397,3.00482873845,1.00157832551,3.00482873845,6.00965747691,36.0568822264,0.0797555291578,18.9135980622,18.9159757056,0.143122610233,0.143014428859,0.143014428859,0.00409812907796,0.141100271302,0.141100271302,9.71364047427,0,0,0.263460627503,171004.291323,33107.1024914,0.00482116247543,0.0281346204486,8.49806184516e-7,0.148019826086,2.94186678259,0.00162933901343,0.0100687086466,7.92112791795,0.000208080521243,6955.4054497,0.000906642079707,0,-0.00407111557758,0.0000247052624662,0.00000230823791303,0,11.3327134535,2.84808069853,18.9183579105,2.93830929756,1.37059730625,0,0.142869280004,0.142905667891,2.94186678259,4.29577519294,0.442241526678,1.44728439143,0,0,1,0.55,40062.5079411,0.439151434366,0.000183184022169,2397.32389957,3.05906090042
