Years,Available Area for Marsh Encroachment,Birth Rate,Births,Carbon Dioxide Released as a function of FF Consumption,Carbon in the Atmosphere,Carbon Released into the Atmosphere,Carbon Sequestration,Conversion to High Marsh,Conversion to Low Marsh,Days Recreating[Birding],Days Recreating[Hiking],Days Recreating[Marsh Walking],Days Recreating[Marsh Driving],Days Recreating[Boat Fishing],Days Recreating[Land Fishing],Days Recreating[Duck Hunting],Days Recreating[Pleasure Boating],Days Recreating[Marsh Work],Deaths,Delay in Action Erosion Control,Delay in Action: Flood Control,Delay in Erosion Control Implementation,Delay in Flood Control Implementation High Marsh,Delay in Flood Control Implementation Low Marsh,Erosion Control Rate,Fiddler Crab Carrying Capacity,Fiddler Crab Mortality Rate,Fiddler Crabs,Flood Mitigation Rate: High Marsh,Flood Mitigation Rate: Low Marsh,Forest Converted to High Marsh,Global Fossil Fuel Consumption,High Marsh Area,High Marsh Conversion Rate,High Marsh Erosion,High Marsh Erosion Rate,High Marsh to Upland Conversion Rate,High Sea Level Rise,Horizontal Growth Rate: Low Marsh,Human Mortality Rate,Human Population,Inundation Loss Rate: Low Marsh,Low Marsh Area,Low Marsh Conversion Rate,Low Marsh Erosion,Low Marsh Erosion Rate,Low Marsh Erosion Rate: Fiddler Crabs,Low Marsh Erosion Rate: SLR,Low Marsh Growth: Fiddlers,Low Marsh Horizontal Growth,Low Sea Level Rise,Mean Days Recreating,Medium Sea Level Rise,Mortality,Mortality Rate mediated by Low Marsh Area,Policy Demand Flood Control,Policy Demand: Erosion Control,Rate of Sea Level Rise,Recruitment,Recruitment Rate,Salt Water Inundation in Low Marsh,Scenario 1,Scenario 2,Scenario 3,Sequestration Rate,Total Marsh Area,Upland Border Decay,Upland Border Decay Rate,Upland Border Extent,Vertical Growth Rate: Low Marsh
3.5,0.897767646,0.018,0.138149896,41.51905477,3241.800763,41.51905477,22.83548012,34.17945088,14.12890114,23.01684808,2.001386234,40.02822231,56.03881456,3.002196648,1.000717998,3.002196648,6.004393296,36.02587637,0.070061015,18.89691561,18.89960217,0.143283822,0.143283822,0.143283822,0,0.00001,0.00001,2.377530691,0,0.001956977,0.130017324,152516.1539,33064.84789,0.004908311,0.027873692,8.43E-07,0.144822911,2.887124181,0.00162422,0.009128478,7.674994217,0.000205205,6963.587687,0.000427309,0.015806473,2.26987E-06,0,2.26987E-06,6.54802E-06,11.35599573,2.8391,18.90229468,2.882723852,2.37753E-05,0,0.143119864,0.143160979,2.882723852,0.90307513,0.379837423,0,0,1,0,0.55,40028.43557,0.425684833,0.000177446,2398.947577,3.048983579
3.75,0.971684524,0.018,0.138456296,41.65308065,3246.471656,41.65308065,22.90919435,34.13076792,15.12379974,23.01854297,2.001525688,40.03106144,56.04271926,3.002417628,1.000790228,3.002417628,6.004835256,36.0284795,0.070716575,18.89825817,18.90094766,0.143283822,0.143263398,0.143263398,0,0.00001,0.00001,2.60329353,0,0.001956762,0.140916728,154025.4574,33069.88606,0.004902853,0.027892034,8.43E-07,0.145023127,2.890804977,0.001624541,0.009193503,7.692016437,0.000205385,6961.410097,0.000457328,0.015818256,2.27228E-06,0,2.27228E-06,7.1698E-06,11.35900486,2.83975,18.90364329,2.886427849,2.60329E-05,0,0.143099272,0.143140432,2.886427849,0.995487251,0.382395316,0,0,1,0,0.55,40031.29616,0.426527923,0.000177806,2398.841156,3.0496147
4,1.043087322,0.018,0.138761125,41.78641924,3251.157628,41.78641924,22.98253058,34.0833901,16.11887501,23.02023992,2.00166531,40.03390401,56.04662869,3.002638876,1.000862545,3.002638876,6.005277753,36.03108579,0.071370969,18.89960217,18.90229468,0.143283822,0.143242955,0.143242955,0,0.00001,0.00001,2.852158834,0,0.001956546,0.151480628,155527.0212,33074.66606,0.004897395,0.027910162,8.44E-07,0.145223343,2.894485774,0.001624861,0.009258194,7.708951367,0.000205565,6959.494151,0.000487348,0.015830623,2.27468E-06,0,2.27468E-06,7.85521E-06,11.36287986,2.8404,18.90499353,2.890131846,2.85216E-05,0,0.143078657,0.143119864,2.890131846,1.098106528,0.385008898,0,0,1,0,0.55,40034.16021,0.427370899,0.000178165,2398.734524,3.050245822
4.25,1.11205989,0.018,0.13906438,41.92202599,3255.8586,41.92202599,23.05711429,34.03731282,17.11410381,23.02193901,2.001805108,40.03675016,56.05054304,3.002860403,1.000934954,3.002860403,6.005720805,36.03369536,0.072024161,18.90094766,18.90364329,0.143283822,0.143222492,0.143222492,0,0.00001,0.00001,3.126678336,0,0.001956331,0.161719707,157020.8363,33079.18808,0.004891937,0.027928077,8.44E-07,0.145423559,2.898166571,0.001625182,0.009322552,7.725798906,0.000205745,6957.839785,0.000517368,0.015843577,2.27708E-06,0,2.27708E-06,8.60788E-06,11.36764638,2.84105,18.90634547,2.893835843,3.12668E-05,0,0.143058018,0.143099272,2.893835843,1.212107654,0.387666246,0,0,1,0,0.55,40037.02787,0.428213761,0.000178524,2398.627681,3.050876943
4.5,1.178683404,0.018,0.139366061,42.06740752,3260.574828,42.06740752,23.13707414,33.99253149,18.10946299,23.02364031,2.001945089,40.03960002,56.0544625,3.003082218,1.001007456,3.003082218,6.006164436,36.03630833,0.072676112,18.90229468,18.90499353,0.143283822,0.143202008,0.143202008,0,0.00001,0.00001,3.429697433,0,0.001956115,0.171644327,158506.8946,33083.45233,0.004886479,0.027945777,8.45E-07,0.145623775,2.901847367,0.001625502,0.009386575,7.742558961,0.000205926,6956.446933,0.000547387,0.015857119,2.27949E-06,0,2.27949E-06,9.39821E-06,11.37309884,2.8417,18.90769918,2.89753984,3.4297E-05,0,0.143037353,0.143078657,2.89753984,1.339638003,0.390599471,0,0,1,0,0.55,40039.89926,0.429056508,0.000178884,2398.520628,3.051508065
4.75,1.243036449,0.018,0.139666166,42.21202946,3265.307411,42.21202946,23.2166162,33.94906029,19.10443077,23.02534389,2.002085257,40.04245369,56.05838719,3.00330433,1.001080056,3.00330433,6.00660866,36.03892479,0.073326787,18.90364329,18.90634547,0.143283822,0.143181504,0.143181504,0,0.00001,0.00001,3.764598359,0,0.001955898,0.181264411,159985.1884,33087.45902,0.004881024,0.027963257,8.45E-07,0.145823891,2.905516179,0.001625823,0.009450264,7.759231448,0.000206106,6955.315477,0.000577392,0.015871242,2.28189E-06,0,2.28189E-06,1.02717E-05,11.3795531,2.84235,18.90905469,2.901241977,3.7646E-05,0,0.143016663,0.143058018,2.901241977,1.48270746,0.393855418,0,0,1,0,0.55,40042.7745,0.429898708,0.000179243,2398.413363,3.052138869
5,1.305195023,0.018,0.139964693,42.35589117,3270.056265,42.35589117,23.29574014,33.90687928,20.09937191,23.02704984,2.00222562,40.04531134,56.06231736,3.003526752,1.001152757,3.003526752,6.007053504,36.04154491,0.073976148,18.90499353,18.90769918,0.143283822,0.143160979,0.143160979,0,0.00001,0.00001,4.135265813,0,0.001955682,0.190589777,161455.7113,33091.20851,0.004875569,0.027980521,8.46E-07,0.146023984,2.909182327,0.001626143,0.009513618,7.775816293,0.000206285,6954.44524,0.000607393,0.015885954,2.28429E-06,0,2.28429E-06,1.12385E-05,11.38708085,2.843,18.91041209,2.904943701,4.13527E-05,0,0.142995946,0.143037353,2.904943701,1.64370304,0.397484252,0,0,1,0,0.55,40045.65375,0.430740697,0.000179602,2398.305889,3.052769603
5.25,1.365232753,0.018,0.140261642,42.49899206,3274.821302,42.49899206,23.37444564,33.86597962,21.09437425,23.02875829,2.002366188,40.04817317,56.06625327,3.003749498,1.001225564,3.003749498,6.007498997,36.04416885,0.074624159,18.90634547,18.90905469,0.143263398,0.143140432,0.143140432,0,1.03917E-05,1.03917E-05,4.546181234,0,0.001955465,0.199629899,162918.4574,33094.70103,0.004870115,0.027997571,8.46E-07,0.146224077,2.912848476,0.001626464,0.009576637,7.79231343,0.000206465,6953.836162,0.000637394,0.01590126,2.28669E-06,0,2.28669E-06,1.23102E-05,11.39576429,2.84365,18.91177148,2.908645424,4.72425E-05,0,0.142975201,0.143016663,2.908645424,1.825318294,0.401505835,0,0,1,0,0.55,40048.5372,0.431582571,0.000179961,2398.198204,3.053400337
5.5,1.423220921,0.018,0.14055701,42.63197797,3279.602439,42.63197797,23.44758788,33.82635699,22.08941482,23.03046935,2.002506972,40.05103938,56.07019522,3.003972587,1.001298483,3.003972587,6.007945173,36.04679681,0.075270786,18.90769918,18.91041209,0.143242955,0.143119864,0.143119864,0,0.000256347,0.000256347,5.002498997,0,0.001955249,0.208393942,164373.4216,33097.93684,0.00486466,0.028014406,8.46E-07,0.14642417,2.916514624,0.001626784,0.009639321,7.8087228,0.000206645,6953.488226,0.000667396,0.015917161,2.28909E-06,0,2.28909E-06,1.35004E-05,11.40569776,2.8443,18.91313295,2.912347148,0.001282375,0,0.142954427,0.142995946,2.912347148,2.026862854,0.405170067,0,0,1,0,0.55,40051.42507,0.432424329,0.00018032,2398.090308,3.054031071
5.75,1.479228518,0.018,0.140850798,42.73446243,3284.398536,42.73446243,23.50395433,33.7880071,23.08447068,23.03218318,2.002647983,40.05391023,56.07414354,3.004196035,1.00137152,3.004196035,6.008392071,36.04942903,0.075915994,18.90905469,18.91177148,0.143222492,0.143099272,0.143099272,0,0.000529892,0.000529892,5.508894117,0,0.001955031,0.216890792,165527.5283,33100.91617,0.004859206,0.028031027,8.47E-07,0.146624263,2.920180772,0.001627104,0.009701669,7.825044356,0.000206825,6953.401436,0.000697397,0.015933658,2.29149E-06,0,2.29149E-06,1.48211E-05,11.41696711,2.844918416,18.91449662,2.916048872,0.002919118,0,0.142933622,0.142975201,2.916048872,2.254934117,0.409326095,0,0,1,0,0.55,40054.31761,0.433265972,0.000180679,2397.982202,3.054661805
6,1.533322313,0.018,0.141143005,42.81663076,3289.206163,42.81663076,23.54914692,33.7509258,24.07951892,23.03389994,2.002789235,40.05678597,56.07809859,3.004419865,1.001444681,3.004419865,6.00883973,36.05206573,0.076559747,18.91041209,18.91313295,0.143202008,0.143078657,0.143078657,0,0.000839544,0.000839544,6.071897867,0,0.001954814,0.225129062,166452.8493,33103.63927,0.004853751,0.028047434,8.47E-07,0.146824357,2.92384692,0.001627425,0.009763682,7.841278057,0.000207005,6953.57581,0.000727398,0.015950754,2.29389E-06,0,2.29389E-06,1.62895E-05,11.42969209,2.845452607,18.91586262,2.919750596,0.005097624,0,0.142912786,0.142954427,2.919750596,2.518477336,0.414775971,0,0,1,0,0.55,40057.21508,0.434107499,0.000181039,2397.873885,3.055292539
6.25,1.585566922,0.018,0.14143363,42.89835424,3294.023034,42.89835424,23.59409483,33.715109,25.07453667,23.03561979,2.002930742,40.05966691,56.08206078,3.004644099,1.001517974,3.004644099,6.009288198,36.05470719,0.077202012,18.91177148,18.91449662,0.143181504,0.143058018,0.143058018,0,0.004332404,0.004332404,6.700242794,0,0.001954596,0.233117104,167373.1607,33106.1064,0.004848296,0.028063625,8.48E-07,0.14702445,2.927513069,0.001627745,0.009825359,7.857423872,0.000207185,6954.011394,0.000757399,0.01596845,2.29629E-06,0,2.29629E-06,1.78747E-05,11.44365932,2.845986798,18.91723109,2.92345232,0.029028156,0,0.142891916,0.142933622,2.92345232,2.820101217,0.420895377,0,0,1,0,0.55,40060.11779,0.43494891,0.000181398,2397.765359,3.055923273
6.5,1.636024874,0.018,0.141722672,42.97963277,3298.849099,42.97963277,23.63879802,33.68055239,26.06950111,23.03734289,2.003072516,40.06255328,56.08603046,3.004868757,1.001591406,3.004868757,6.009737513,36.05735364,0.077842755,18.91313295,18.91586262,0.143160979,0.143037353,0.143037353,0,0.015512487,0.015512487,7.398011059,0,0.001954379,0.240863014,168288.4613,33108.3178,0.004842842,0.028079602,8.48E-07,0.147224543,2.931179217,0.001628066,0.0098867,7.873481776,0.000207365,6954.708173,0.0007874,0.01598675,2.29869E-06,0,2.29869E-06,1.96187E-05,11.45916312,2.846520989,18.91860213,2.927154044,0.114761548,0,0.142871011,0.142912786,2.927154044,3.161266979,0.427313092,0,0,1,0,0.55,40063.02598,0.435790205,0.000181757,2397.656621,3.056554007
6.75,1.684756671,0.018,0.142010132,43.06046624,3303.684308,43.06046624,23.68325643,33.64725196,27.06438944,23.03906943,2.003214573,40.06544542,56.09000805,3.005093862,1.001664984,3.005093862,6.010187725,36.06000537,0.078481944,18.91449662,18.91723109,0.143140432,0.143016663,0.143016663,0,0.049024046,0.049024046,8.159637417,0,0.00195416,0.248374639,169198.7501,33110.27376,0.004837387,0.028095364,8.49E-07,0.147424636,2.934845365,0.001628386,0.009947706,7.889451756,0.000207545,6955.666205,0.000817402,0.016005653,2.3011E-06,0,2.3011E-06,2.15223E-05,11.47621096,2.84705518,18.91997592,2.930855767,0.400018443,0,0.142850067,0.142891916,2.930855767,3.527052614,0.432256047,0,0,1,0,0.55,40065.93996,0.436631384,0.000182116,2397.547674,3.057184741
7,1.731820858,0.018,0.142296008,43.14195851,3308.52861,43.14195851,23.72807718,33.6149875,28.06483793,23.0407996,2.003356929,40.06834364,56.09399402,3.005319442,1.001738717,3.005319442,6.010638883,36.06266268,0.079119546,18.91586262,18.91860213,0.143119864,0.142995946,0.142995946,0,0.091776778,0.091776778,8.94139596,0,0.001953942,0.255661559,170104.0267,33111.97455,0.004831902,0.028110992,8.49E-07,0.147625869,2.938380617,0.001628708,0.010008375,7.905333802,0.000207726,6956.88554,0.000847574,0.016025258,2.30351E-06,0,2.30351E-06,2.34762E-05,11.49405752,2.847571324,18.92135259,2.934578579,0.82061251,0,0.142829085,0.142871011,2.934578579,3.909590568,0.437246106,0,0,1,0,0.55,40068.86009,0.437477351,0.000182477,2397.438516,3.057819069
7.25,1.777274806,0.018,0.142580303,43.23003167,3313.382081,43.23003167,23.77651742,33.58389618,29.06728627,23.04253349,2.003499591,40.07124808,56.09798855,3.005545506,1.001812609,3.005545506,6.011091011,36.0653257,0.079755529,18.91723109,18.91997592,0.143099272,0.142975201,0.142975201,0,0.141100271,0.141100271,9.713640474,0,0.001953723,0.262730144,171004.2913,33113.41897,0.004826404,0.028126433,8.49E-07,0.14782753,2.941866783,0.001629031,0.010068709,7.921127918,0.000207908,6958.367511,0.00087781,0.016045511,2.30593E-06,0,2.30593E-06,2.5534E-05,11.5130723,2.848080699,18.92273223,2.938309298,1.370597306,0,0.14280806,0.142850067,2.938309298,4.295775193,0.442241527,0,0,1,0,0.55,40071.78648,0.438325039,0.000182839,2397.329147,3.058454743
7.5,1.821173529,0.018,0.142863014,43.31761455,3318.245459,43.31761455,23.824688,33.55405711,30.06958893,23.04427124,2.00364257,40.07415899,56.10199197,3.005772073,1.001886665,3.005772073,6.011544146,36.06799464,0.080389862,18.91860213,18.92135259,0.143078657,0.142954427,0.142954427,0,0.179577138,0.179577138,10.44493495,0,0.001953504,0.269586843,171899.5443,33114.60677,0.004820907,0.028141658,8.50E-07,0.14802919,2.945352948,0.001629354,0.010128706,7.936834111,0.000208089,6960.112615,0.000908046,0.016066378,2.30835E-06,0,2.30835E-06,2.75934E-05,11.53254085,2.848590074,18.92411493,2.942040017,1.87567152,0,0.142786991,0.142829085,2.942040017,4.668756694,0.446987628,0,0,1,0,0.55,40074.71939,0.439172609,0.000183201,2397.219565,3.059090418
7.75,1.863569971,0.018,0.143144143,43.40470723,3323.118691,43.40470723,23.87258898,33.5254648,31.07172292,23.04601288,2.00378587,40.07707643,56.10600436,3.005999148,1.001960886,3.005999148,6.011998295,36.07066957,0.081022513,18.91997592,18.92273223,0.143058018,0.142933622,0.142933622,0,0.211871988,0.211871988,11.14320624,0,0.001953285,0.276238562,172789.7868,33115.53825,0.00481541,0.028156665,8.50E-07,0.148230851,2.948839114,0.001629677,0.010188368,7.952452399,0.00020827,6962.120617,0.000938282,0.016087861,2.31077E-06,0,2.31077E-06,2.95598E-05,11.5518065,2.849099449,18.92550073,2.945770736,2.360933263,0,0.142765877,0.14280806,2.945770736,5.027069378,0.451133118,0,0,1,0,0.55,40077.65887,0.440020061,0.000183563,2397.109772,3.059726092
8,1.904515346,0.018,0.143423691,43.49130987,3328.00172,43.49130987,23.92022043,33.49810898,32.07377008,23.04775836,2.003929485,40.08000028,56.11002558,3.006226722,1.002035272,3.006226722,6.012453445,36.07335039,0.081653452,18.92135259,18.92411493,0.143037353,0.142912786,0.142912786,0,0.245671929,0.245671929,11.80974027,0,0.001953065,0.282692035,173675.02,33116.21371,0.004809912,0.028171457,8.51E-07,0.148432532,2.952322856,0.00163,0.010247694,7.967982807,0.000208452,6964.391111,0.000968522,0.016109963,2.31319E-06,0,2.31319E-06,3.14369E-05,11.57089526,2.849608824,18.92688958,2.949501845,2.901321673,0,0.142744716,0.142786991,2.949501845,5.365863466,0.454359143,0,0,1,0,0.55,40080.60482,0.440867485,0.000183925,2396.999767,3.060361833
8.25,1.944059208,0.018,0.143701657,43.57742264,3332.894493,43.57742264,23.96758245,33.47196947,33.07607432,23.04950761,2.004073411,40.08293047,56.1140555,3.00645479,1.002109818,3.00645479,6.012909579,36.076037,0.08228265,18.92273223,18.92550073,0.143016663,0.142891916,0.142891916,0,0.259068312,0.259068312,12.42587572,0,0.001952845,0.288953897,174555.2459,33116.63342,0.004804412,0.028186039,8.51E-07,0.148634309,2.955795689,0.001630323,0.010306685,7.983425367,0.000208633,6966.923722,0.000998775,0.01613269,2.31561E-06,0,2.31561E-06,3.31828E-05,11.58951739,2.850118199,18.92828144,2.953234712,3.219150643,0,0.142723507,0.142765877,2.953234712,5.682865389,0.457341238,0,0,1,0,0.55,40083.55715,0.441715199,0.000184287,2396.88955,3.060997874
8.5,1.982249534,0.018,0.143978042,43.66304576,3337.796953,43.66304576,24.01467517,33.44705827,34.07814099,23.05126054,2.00421764,40.08586682,56.11809391,3.006683337,1.002184521,3.006683337,6.013366673,36.07872927,0.082910076,18.92411493,18.92688958,0.142995946,0.142871011,0.142871011,0,0.270292198,0.270292198,13.0418044,0,0.001952625,0.295030261,175430.4667,33116.79759,0.004798911,0.028200403,8.52E-07,0.148836085,2.959268523,0.001630646,0.01036534,7.998780118,0.000208815,6969.718095,0.001029029,0.016156037,2.31803E-06,0,2.31803E-06,3.54664E-05,11.61233393,2.850627574,18.92967623,2.956967579,3.525097979,0,0.142702252,0.142744716,2.956967579,6.010202233,0.460841311,0,0,1,0,0.55,40086.51568,0.442562794,0.000184649,2396.779121,3.061633914
