Years,Available Area for Marsh Encroachment,Birth Rate,Births,Carbon Dioxide Released as a function of FF Consumption,Carbon in the Atmosphere,Carbon Released into the Atmosphere,Carbon Sequestration,Conversion to High Marsh,Conversion to Low Marsh,Days Recreating[Birding],Days Recreating[Hiking],Days Recreating[Marsh Walking],Days Recreating[Marsh Driving],Days Recreating[Boat Fishing],Days Recreating[Land Fishing],Days Recreating[Duck Hunting],Days Recreating[Pleasure Boating],Days Recreating[Marsh Work],Deaths,Delay in Action Erosion Control,Delay in Action: Flood Control,Delay in Erosion Control Implementation,Delay in Flood Control Implementation High Marsh,Delay in Flood Control Implementation Low Marsh,Erosion Control Rate,Fiddler Crab Carrying Capacity,Fiddler Crab Mortality Rate,Fiddler Crabs,Flood Mitigation Rate: High Marsh,Flood Mitigation Rate: Low Marsh,Forest Converted to High Marsh,Global Fossil Fuel Consumption,High Marsh Area,High Marsh Conversion Rate,High Marsh Erosion,High Marsh Erosion Rate,High Marsh to Upland Conversion Rate,High Sea Level Rise,Horizontal Growth Rate: Low Marsh,Human Mortality Rate,Human Population,Inundation Loss Rate: Low Marsh,Low Marsh Area,Low Marsh Conversion Rate,Low Marsh Erosion,Low Marsh Erosion Rate,Low Marsh Erosion Rate: Fiddler Crabs,Low Marsh Erosion Rate: SLR,Low Marsh Growth: Fiddlers,Low Marsh Horizontal Growth,Low Sea Level Rise,Mean Days Recreating,Medium Sea Level Rise,Mortality,Mortality Rate mediated by Low Marsh Area,Policy Demand Flood Control,Policy Demand: Erosion Control,Rate of Sea Level Rise,Recruitment,Recruitment Rate,Salt Water Inundation in Low Marsh,Scenario 1,Scenario 2,Scenario 3,Sequestration Rate,Total Marsh Area,Upland Border Decay,Upland Border Decay Rate,Upland Border Extent,Vertical Growth Rate: Low Marsh
3.5,0.897767646,0.018,0.138149896,41.51905477,3241.800763,41.51905477,22.83548012,34.16221906,14.12889281,23.01475642,2.001214136,40.02471856,56.0339958,3.001923938,1.00062886,3.001923938,6.003847877,36.02266387,0.070061015,18.89591847,18.89827172,0.143283822,0.143283822,0.143283822,0.004105142,0.00001,0.00001,2.377530691,0,0,0.130017324,152516.1539,33064.82841,0.004908311,0.027873675,8.43E-07,0.144822911,2.887124181,0.00162422,0.009128478,7.674994217,0.000205205,6960.076943,0.000427309,0,-0.004102872,0,2.26987E-06,6.54802E-06,11.35027052,2.8391,18.90063038,2.882723852,2.37753E-05,0,0.143140225,0.14317624,2.882723852,0.90307513,0.379837423,1.428244416,0,1,0,0.55,40024.90535,0.425684833,0.000177446,2398.947577,3.048983579
3.75,0.971684524,0.018,0.138456296,41.65308065,3246.471656,41.65308065,22.90919435,34.1118381,15.12378886,23.01624125,2.001336305,40.02720581,56.03741655,3.00211753,1.000692138,3.00211753,6.00423506,36.02494437,0.070716575,18.89709443,18.89945035,0.143283822,0.143265938,0.143265938,0.004105142,0.00001,0.00001,2.60329353,0,0,0.140916728,154025.4574,33069.86228,0.004902853,0.027892014,8.43E-07,0.145023127,2.890804977,0.001624541,0.009193503,7.692016437,0.000205385,6957.549118,0.000457328,0,-0.004102869,0,2.27228E-06,7.1698E-06,11.35270486,2.83975,18.90181184,2.886427849,2.60329E-05,0,0.143122187,0.143158242,2.886427849,0.995487251,0.382395316,1.428978549,0,1,0,0.55,40027.41139,0.426527923,0.000177806,2398.841156,3.0496147
4,1.043087322,0.018,0.138761125,41.78641924,3251.157628,41.78641924,22.98253058,34.06276661,16.11886112,23.01772794,2.001458628,40.02969618,56.04084159,3.002311365,1.000755495,3.002311365,6.00462273,36.02722773,0.071370969,18.89827172,18.90063038,0.143283822,0.143248036,0.143248036,0.004105142,0.00001,0.00001,2.852158834,0,0,0.151480628,155527.0212,33074.63754,0.004897395,0.027910138,8.44E-07,0.145223343,2.894485774,0.001624861,0.009258194,7.708951367,0.000205565,6955.283037,0.000487348,0,-0.004102867,0,2.27468E-06,7.85521E-06,11.35600431,2.8404,18.90299478,2.890131846,2.85216E-05,0,0.143104128,0.143140225,2.890131846,1.098106528,0.385008898,1.429765576,0,1,0,0.55,40029.92058,0.427370899,0.000178165,2398.734524,3.050245822
4.25,1.11205989,0.018,0.13906438,41.92202599,3255.8586,41.92202599,23.05711429,34.01499989,17.11408639,23.01921657,2.00158111,40.03218979,56.04427109,3.002505452,1.000818934,3.002505452,6.005010904,36.02951406,0.072024161,18.89945035,18.90181184,0.143283822,0.143230115,0.143230115,0.004105142,0.00001,0.00001,3.126678336,0,0,0.161719707,157020.8363,33079.15441,0.004891937,0.027928048,8.44E-07,0.145423559,2.898166571,0.001625182,0.009322552,7.725798906,0.000205745,6953.27862,0.000517368,0,-0.004102865,0,2.27708E-06,8.60788E-06,11.36019439,2.84105,18.90417926,2.893835843,3.12668E-05,0,0.143086046,0.143122187,2.893835843,1.212107654,0.387666246,1.430605624,0,1,0,0.55,40032.43303,0.428213761,0.000178524,2398.627681,3.050876943
4.5,1.178683404,0.018,0.139366061,42.06740752,3260.574828,42.06740752,23.13707414,33.96853328,18.10944151,23.02070721,2.001703758,40.03468676,56.04770522,3.002699801,1.000882459,3.002699801,6.005399602,36.03180348,0.072676112,18.90063038,18.90299478,0.143283822,0.143212176,0.143212176,0.004105142,0.00001,0.00001,3.429697433,0,0,0.171644327,158506.8946,33083.41309,0.004886479,0.027945744,8.45E-07,0.145623775,2.901847367,0.001625502,0.009386575,7.742558961,0.000205926,6951.535789,0.000547387,0,-0.004102862,0,2.27949E-06,9.39821E-06,11.36506961,2.8417,18.90536534,2.89753984,3.4297E-05,0,0.143067942,0.143104128,2.89753984,1.339638003,0.390599471,1.431498817,0,1,0,0.55,40034.94888,0.429056508,0.000178884,2398.520628,3.051508065
4.75,1.243036449,0.018,0.139666166,42.21202946,3265.307411,42.21202946,23.2166162,33.9233809,19.10440465,23.02219991,2.001826575,40.03718718,56.05114409,3.002894418,1.000946072,3.002894418,6.005788836,36.03409606,0.073326787,18.90181184,18.90417926,0.143283822,0.143194217,0.143194217,0.004105142,0.00001,0.00001,3.764598359,0,0,0.181264411,159985.1884,33087.41379,0.004881024,0.027963219,8.45E-07,0.145823891,2.905516179,0.001625823,0.009450264,7.759231448,0.000206106,6950.054409,0.000577392,0,-0.00410286,0,2.28189E-06,1.02717E-05,11.3709455,2.84235,18.90655306,2.901241977,3.7646E-05,0,0.143049815,0.143086046,2.901241977,1.48270746,0.393855418,1.432444641,0,1,0,0.55,40037.4682,0.429898708,0.000179243,2398.413363,3.052138869
5,1.305195023,0.018,0.139964693,42.35589117,3270.056265,42.35589117,23.29574014,33.8795227,20.09934054,23.02369475,2.001949568,40.03969121,56.05458791,3.003089316,1.001009776,3.003089316,6.006178632,36.03639194,0.073976148,18.90299478,18.90536534,0.143283822,0.14317624,0.14317624,0.004105142,0.00001,0.00001,4.135265813,0,0,0.190589777,161455.7113,33091.15686,0.004875569,0.027980477,8.46E-07,0.146023984,2.909182327,0.001626143,0.009513618,7.775816293,0.000206285,6948.83429,0.000607393,0,-0.004102857,0,2.28429E-06,1.12385E-05,11.37789359,2.843,18.90774249,2.904943701,4.13527E-05,0,0.143031663,0.143067942,2.904943701,1.64370304,0.397484252,1.433443686,0,1,0,0.55,40039.99115,0.430740697,0.000179602,2398.305889,3.052769603
5.25,1.365232753,0.018,0.140261642,42.49899206,3274.821302,42.49899206,23.37444564,33.83694982,21.09433698,23.02519186,2.002072748,40.04219903,56.05803695,3.003284509,1.001073577,3.003284509,6.006569017,36.0386913,0.074624159,18.90417926,18.90655306,0.143265938,0.143158242,0.143158242,0.004104364,1.03917E-05,1.03917E-05,4.546181234,0,0,0.199629899,162918.4574,33094.64255,0.004870115,0.027997521,8.46E-07,0.146224077,2.912848476,0.001626464,0.009576637,7.79231343,0.000206465,6947.875357,0.000637394,0,-0.004102077,0,2.28669E-06,1.23102E-05,11.38599588,2.84365,18.90893372,2.908645424,4.72425E-05,0,0.143013486,0.143049815,2.908645424,1.825318294,0.401505835,1.434496218,0,1,0,0.55,40042.51791,0.431582571,0.000179961,2398.198204,3.053400337
5.5,1.423220921,0.018,0.14055701,42.63197797,3279.602439,42.63197797,23.44758788,33.79565783,22.08937095,23.02669135,2.002196124,40.04471083,56.06149147,3.003480012,1.00113748,3.003480012,6.006960023,36.04099431,0.075270786,18.90536534,18.90774249,0.143248036,0.143140225,0.143140225,0.004103585,0.000256347,0.000256347,5.002498997,0,0,0.208393942,164373.4216,33097.87111,0.00486466,0.02801435,8.46E-07,0.14642417,2.916514624,0.001626784,0.009639321,7.8087228,0.000206645,6947.177579,0.000667396,0,-0.004101296,0,2.28909E-06,1.35004E-05,11.3953465,2.8443,18.91012685,2.912347148,0.001282375,0,0.142995283,0.143031663,2.912347148,2.026862854,0.405170067,1.435602371,0,1,0,0.55,40045.04869,0.432424329,0.00018032,2398.090308,3.054031071
5.75,1.479228518,0.018,0.140850798,42.73446243,3284.398536,42.73446243,23.50395433,33.7556424,23.08441949,23.02819336,2.002319707,40.04722685,56.06495178,3.003675843,1.001201489,3.003675843,6.007351685,36.04330119,0.075915994,18.90655306,18.90893372,0.143230115,0.143122187,0.143122187,0.004102806,0.000529892,0.000529892,5.508894117,0,0,0.216890792,165527.5283,33100.84278,0.004859206,0.028030965,8.47E-07,0.146624263,2.920180772,0.001627104,0.009701669,7.825044356,0.000206825,6946.740943,0.000697397,0,-0.004100514,0,2.29149E-06,1.48211E-05,11.40603108,2.844918416,18.91132197,2.916048872,0.002919118,0,0.142977052,0.143013486,2.916048872,2.254934117,0.409326095,1.436762283,0,1,0,0.55,40047.58372,0.433265972,0.000180679,2397.982202,3.054661805
6,1.533322313,0.018,0.141143005,42.81663076,3289.206163,42.81663076,23.54914692,33.71689927,24.07945966,23.02969803,2.002443509,40.04974733,56.06841825,3.003872022,1.001265612,3.003872022,6.007744043,36.04561216,0.076559747,18.90774249,18.91012685,0.143212176,0.143104128,0.143104128,0.004102025,0.000839544,0.000839544,6.071897867,0,0,0.225129062,166452.8493,33103.5578,0.004853751,0.028047364,8.47E-07,0.146824357,2.92384692,0.001627425,0.009763682,7.841278057,0.000207005,6946.565454,0.000727398,0,-0.004099731,0,2.29389E-06,1.62895E-05,11.41816907,2.845452607,18.91251922,2.919750596,0.005097624,0,0.142958792,0.142995283,2.919750596,2.518477336,0.414775971,1.437976098,0,1,0,0.55,40050.12326,0.434107499,0.000181039,2397.873885,3.055292539
6.25,1.585566922,0.018,0.14143363,42.89835424,3294.023034,42.89835424,23.59409483,33.67942433,25.07446854,23.03120554,2.002567544,40.05227257,56.07189124,3.00406857,1.001329856,3.00406857,6.00813714,36.04792749,0.077202012,18.90893372,18.91132197,0.143194217,0.143086046,0.143086046,0.004101244,0.004332404,0.004332404,6.700242794,0,0,0.233117104,167373.1607,33106.01643,0.004848296,0.028063549,8.48E-07,0.14702445,2.927513069,0.001627745,0.009825359,7.857423872,0.000207185,6946.651143,0.000757399,0,-0.004098948,0,2.29629E-06,1.78747E-05,11.43154715,2.845986798,18.91371872,2.92345232,0.029028156,0,0.142940502,0.142977052,2.92345232,2.820101217,0.420895377,1.439243961,0,1,0,0.55,40052.66758,0.43494891,0.000181398,2397.765359,3.055923273
6.5,1.636024874,0.018,0.141722672,42.97963277,3298.849099,42.97963277,23.63879802,33.64321314,26.06942327,23.03271602,2.002691825,40.05480279,56.07537109,3.004265507,1.001394227,3.004265507,6.008531013,36.05024739,0.077842755,18.91012685,18.91251922,0.14317624,0.143067942,0.143067942,0.004100462,0.015512487,0.015512487,7.398011059,0,0,0.240863014,168288.4613,33108.21893,0.004842842,0.028079518,8.48E-07,0.147224543,2.931179217,0.001628066,0.0098867,7.873481776,0.000207365,6946.99798,0.0007874,0,-0.004098163,0,2.29869E-06,1.96187E-05,11.44645916,2.846520989,18.9149206,2.927154044,0.114761548,0,0.142922179,0.142958792,2.927154044,3.161266979,0.427313092,1.440566009,0,1,0,0.55,40055.21691,0.435790205,0.000181757,2397.656621,3.056554007
6.75,1.684756671,0.018,0.142010132,43.06046624,3303.684308,43.06046624,23.68325643,33.60826165,27.06430101,23.03422966,2.002816365,40.0573383,56.07885821,3.004462855,1.001458732,3.004462855,6.00892571,36.05257214,0.078481944,18.91132197,18.91371872,0.143158242,0.143049815,0.143049815,0.004099679,0.049024046,0.049024046,8.159637417,0,0,0.248374639,169198.7501,33110.16558,0.004837387,0.028095273,8.49E-07,0.147424636,2.934845365,0.001628386,0.009947706,7.889451756,0.000207545,6947.606005,0.000817402,0,-0.004097378,0,2.3011E-06,2.15223E-05,11.46291237,2.84705518,18.91612498,2.930855767,0.400018443,0,0.142903821,0.142940502,2.930855767,3.527052614,0.432256047,1.441942389,0,1,0,0.55,40057.77158,0.436631384,0.000182116,2397.547674,3.057184741
7,1.731820858,0.018,0.142296008,43.14195851,3308.52861,43.14195851,23.72807718,33.57434985,28.064738,23.03574665,2.00294118,40.05987941,56.08235304,3.004660639,1.00152338,3.004660639,6.009321278,36.05490203,0.079119546,18.91251922,18.9149206,0.143140225,0.143031663,0.143031663,0.004098895,0.091776778,0.091776778,8.94139596,0,0,0.255661559,170104.0267,33111.85664,0.004831902,0.028110892,8.49E-07,0.147625869,2.938380617,0.001628708,0.010008375,7.905333802,0.000207726,6948.475258,0.000847574,0,-0.004096592,0,2.30351E-06,2.34762E-05,11.48016218,2.847571324,18.91733203,2.934578579,0.82061251,0,0.142885428,0.142922179,2.934578579,3.909590568,0.437246106,1.443380376,0,1,0,0.55,40060.3319,0.437477351,0.000182477,2397.438516,3.057819069
7.25,1.777274806,0.018,0.142580303,43.23003167,3313.382081,43.23003167,23.77651742,33.54161465,29.06717387,23.03726705,2.003066276,40.06242624,56.08585574,3.004858869,1.001588174,3.004858869,6.009717738,36.05723716,0.079755529,18.91371872,18.91612498,0.143122187,0.143013486,0.143013486,0.004098111,0.141100271,0.141100271,9.713640474,0,0,0.262730144,171004.2913,33113.29093,0.004826404,0.028126324,8.49E-07,0.14782753,2.941866783,0.001629031,0.010068709,7.921127918,0.000207908,6949.60705,0.00087781,0,-0.004095805,0,2.30593E-06,2.5534E-05,11.49857755,2.848080699,18.91854179,2.938309298,1.370597306,0,0.142866995,0.142903821,2.938309298,4.295775193,0.442241527,1.444875932,0,1,0,0.55,40062.89798,0.438325039,0.000182839,2397.329147,3.058454743
7.5,1.821173529,0.018,0.142863014,43.31761455,3318.245459,43.31761455,23.824688,33.51013503,30.06946309,23.03879101,2.003191665,40.06497903,56.08936663,3.005057562,1.001653119,3.005057562,6.010115124,36.05957775,0.080389862,18.9149206,18.91733203,0.143104128,0.142995283,0.142995283,0.004097325,0.179577138,0.179577138,10.44493495,0,0,0.269586843,171899.5443,33114.46819,0.004820907,0.02814154,8.50E-07,0.14802919,2.945352948,0.001629354,0.010128706,7.936834111,0.000208089,6951.001865,0.000908046,0,-0.004095017,0,2.30835E-06,2.75934E-05,11.51744482,2.848590074,18.91975438,2.942040017,1.87567152,0,0.142848523,0.142885428,2.942040017,4.668756694,0.446987628,1.446426632,0,1,0,0.55,40065.47006,0.439172609,0.000183201,2397.219565,3.059090418
7.75,1.863569971,0.018,0.143144143,43.40470723,3323.118691,43.40470723,23.87258898,33.47990542,31.07158261,23.04031854,2.003317348,40.06753781,56.09288575,3.005256721,1.001718216,3.005256721,6.010513442,36.06192384,0.081022513,18.91612498,18.91854179,0.143086046,0.142977052,0.142977052,0.004096539,0.211871988,0.211871988,11.14320624,0,0,0.276238562,172789.7868,33115.38872,0.00481541,0.028156538,8.50E-07,0.148230851,2.948839114,0.001629677,0.010188368,7.952452399,0.00020827,6952.659452,0.000938282,0,-0.004094228,0,2.31077E-06,2.95598E-05,11.53610818,2.849099449,18.92096982,2.945770736,2.360933263,0,0.142830008,0.142866995,2.945770736,5.027069378,0.451133118,1.448032564,0,1,0,0.55,40068.04817,0.440020061,0.000183563,2397.109772,3.059726092
8,1.904515346,0.018,0.143423691,43.49130987,3328.00172,43.49130987,23.92022043,33.45091547,32.07361426,23.04184958,2.00344332,40.07010247,56.09641297,3.005456338,1.001783463,3.005456338,6.010912677,36.06427531,0.081653452,18.91733203,18.91975438,0.143067942,0.142958792,0.142958792,0.004095751,0.245671929,0.245671929,11.80974027,0,0,0.282692035,173675.02,33116.05282,0.004809912,0.028171321,8.51E-07,0.148432532,2.952322856,0.00163,0.010247694,7.967982807,0.000208452,6954.57939,0.000968522,0,-0.004093438,0,2.31319E-06,3.14369E-05,11.55459371,2.849608824,18.92218805,2.949501845,2.901321673,0,0.14281145,0.142848523,2.949501845,5.365863466,0.454359143,1.449693918,0,1,0,0.55,40070.63221,0.440867485,0.000183925,2396.999767,3.060361833
8.25,1.944059208,0.018,0.143701657,43.57742264,3332.894493,43.57742264,23.96758245,33.42314496,33.07590189,23.04338407,2.003569576,40.0726729,56.09994812,3.005656405,1.001848857,3.005656405,6.011312809,36.06663208,0.08228265,18.91854179,18.92096982,0.143049815,0.142940502,0.142940502,0.004094962,0.259068312,0.259068312,12.42587572,0,0,0.288953897,174555.2459,33116.46078,0.004804412,0.028185892,8.51E-07,0.148634309,2.955795689,0.001630323,0.010306685,7.983425367,0.000208633,6956.76129,0.000998775,0,-0.004092647,0,2.31561E-06,3.31828E-05,11.57261213,2.850118199,18.92340903,2.953234712,3.219150643,0,0.142792849,0.142830008,2.953234712,5.682865389,0.457341238,1.451411216,0,1,0,0.55,40073.22207,0.441715199,0.000184287,2396.88955,3.060997874
8.5,1.982249534,0.018,0.143978042,43.66304576,3337.796953,43.66304576,24.01467517,33.39660581,34.07795082,23.0449219,2.003696106,40.07524893,56.10349097,3.005856906,1.001914393,3.005856906,6.011713813,36.06899398,0.082910076,18.91975438,18.92218805,0.143031663,0.142922179,0.142922179,0.004094173,0.270292198,0.270292198,13.0418044,0,0,0.295030261,175430.4667,33116.61278,0.004798911,0.028200246,8.52E-07,0.148836085,2.959268523,0.001630646,0.01036534,7.998780118,0.000208815,6959.204779,0.001029029,0,-0.004091855,0,2.31803E-06,3.54664E-05,11.59481756,2.850627574,18.92463266,2.956967579,3.525097979,0,0.142774205,0.14281145,2.956967579,6.010202233,0.460841311,1.45318393,0,1,0,0.55,40075.81756,0.442562794,0.000184649,2396.779121,3.061633914
