Years,Available Area for Marsh Encroachment,Birth Rate,Births,Carbon Dioxide Released as a function of FF Consumption,Carbon in the Atmosphere,Carbon Released into the Atmosphere,Carbon Sequestration,Conversion to High Marsh,Conversion to Low Marsh,Days Recreating[Birding],Days Recreating[Hiking],Days Recreating[Marsh Walking],Days Recreating[Marsh Driving],Days Recreating[Boat Fishing],Days Recreating[Land Fishing],Days Recreating[Duck Hunting],Days Recreating[Pleasure Boating],Days Recreating[Marsh Work],Deaths,Delay in Action Erosion Control,Delay in Action: Flood Control,Delay in Erosion Control Implementation,Delay in Flood Control Implementation High Marsh,Delay in Flood Control Implementation Low Marsh,Erosion Control Rate,Fiddler Crab Carrying Capacity,Fiddler Crab Mortality Rate,Fiddler Crabs,Flood Mitigation Rate: High Marsh,Flood Mitigation Rate: Low Marsh,Forest Converted to High Marsh,Global Fossil Fuel Consumption,High Marsh Area,High Marsh Conversion Rate,High Marsh Erosion,High Marsh Erosion Rate,High Marsh to Upland Conversion Rate,High Sea Level Rise,Horizontal Growth Rate: Low Marsh,Human Mortality Rate,Human Population,Inundation Loss Rate: Low Marsh,Low Marsh Area,Low Marsh Conversion Rate,Low Marsh Erosion,Low Marsh Erosion Rate,Low Marsh Erosion Rate: Fiddler Crabs,Low Marsh Erosion Rate: SLR,Low Marsh Growth: Fiddlers,Low Marsh Horizontal Growth,Low Sea Level Rise,Mean Days Recreating,Medium Sea Level Rise,Mortality,Mortality Rate mediated by Low Marsh Area,Policy Demand Flood Control,Policy Demand: Erosion Control,Rate of Sea Level Rise,Recruitment,Recruitment Rate,Salt Water Inundation in Low Marsh,Scenario 1,Scenario 2,Scenario 3,Sequestration Rate,Total Marsh Area,Upland Border Decay,Upland Border Decay Rate,Upland Border Extent,Vertical Growth Rate: Low Marsh
3.5,0.897767646,0.018,0.138149896,41.51905477,3241.800763,41.51905477,22.83548012,34.17964347,14.12890123,23.01687145,2.001388158,40.02826147,56.03886841,3.002199696,1.000718994,3.002199696,6.004399392,36.02591228,0.070061015,18.89692675,18.89961703,0.143283822,0.143283822,0.143283822,0.004105142,0.00001,0.00001,2.377530691,0,0.001956977,0.130017324,152516.1539,33064.84811,0.004908311,0.027873692,8.43E-07,0.144822911,2.887124181,0.00162422,0.009128478,7.674994217,0.000205205,6963.626924,0.000427309,0,-0.004102872,0,2.26987E-06,6.54802E-06,11.35605972,2.8391,18.90231328,2.882723852,2.37753E-05,0,0.143119636,0.143160809,2.882723852,0.90307513,0.379837423,0,0,1,0,0.55,40028.47503,0.425684833,0.000177446,2398.947577,3.048983579
3.75,0.971684524,0.018,0.138456296,41.65308065,3246.471656,41.65308065,22.90919435,34.13097951,15.12379986,23.0185687,2.001527805,40.03110453,56.04277853,3.002420983,1.000791324,3.002420983,6.004841965,36.02851902,0.070716575,18.89827117,18.90096439,0.143283822,0.14326337,0.14326337,0.004105142,0.00001,0.00001,2.60329353,0,0.001956762,0.140916728,154025.4574,33069.88633,0.004902853,0.027892034,8.43E-07,0.145023127,2.890804977,0.001624541,0.009193503,7.692016437,0.000205385,6961.453253,0.000457328,0,-0.004102869,0,2.27228E-06,7.1698E-06,11.35907527,2.83975,18.90366376,2.886427849,2.60329E-05,0,0.143099016,0.143140233,2.886427849,0.995487251,0.382395316,0,0,1,0,0.55,40031.33958,0.426527923,0.000177806,2398.841156,3.0496147
4,1.043087322,0.018,0.138761125,41.78641924,3251.157628,41.78641924,22.98253058,34.08362065,16.11887517,23.02026801,2.001667621,40.03395105,56.04669338,3.002642537,1.000863742,3.002642537,6.005285075,36.03112892,0.071370969,18.89961703,18.90231328,0.143283822,0.143242898,0.143242898,0.004105142,0.00001,0.00001,2.852158834,0,0.001956546,0.151480628,155527.0212,33074.66638,0.004897395,0.027910162,8.44E-07,0.145223343,2.894485774,0.001624861,0.009258194,7.708951367,0.000205565,6959.541227,0.000487348,0,-0.004102867,0,2.27468E-06,7.85521E-06,11.36295672,2.8404,18.90501587,2.890131846,2.85216E-05,0,0.143078372,0.143119636,2.890131846,1.098106528,0.385008898,0,0,1,0,0.55,40034.20761,0.427370899,0.000178165,2398.734524,3.050245822
4.25,1.11205989,0.018,0.13906438,41.92202599,3255.8586,41.92202599,23.05711429,34.03756228,17.114104,23.02196945,2.001807613,40.03680114,56.05061316,3.002864371,1.000936251,3.002864371,6.005728742,36.03374211,0.072024161,18.90096439,18.90366376,0.143283822,0.143222407,0.143222407,0.004105142,0.00001,0.00001,3.126678336,0,0.00195633,0.161719707,157020.8363,33079.18846,0.004891937,0.027928077,8.44E-07,0.145423559,2.898166571,0.001625182,0.009322552,7.725798906,0.000205745,6957.89078,0.000517368,0,-0.004102865,0,2.27708E-06,8.60788E-06,11.36772969,2.84105,18.90636969,2.893835843,3.12668E-05,0,0.143057704,0.143099016,2.893835843,1.212107654,0.387666246,0,0,1,0,0.55,40037.07924,0.428213761,0.000178524,2398.627681,3.050876943
4.5,1.178683404,0.018,0.139366061,42.06740752,3260.574828,42.06740752,23.13707414,33.99279983,18.10946323,23.02367311,2.001947788,40.03965496,56.05453805,3.003086494,1.001008854,3.003086494,6.006172988,36.0363587,0.072676112,18.90231328,18.90501587,0.143283822,0.143201895,0.143201895,0.004105142,0.00001,0.00001,3.429697433,0,0.001956113,0.171644327,158506.8946,33083.45277,0.004886479,0.027945778,8.45E-07,0.145623775,2.901847367,0.001625502,0.009386575,7.742558961,0.000205926,6956.501848,0.000547387,0,-0.004102862,0,2.27949E-06,9.39821E-06,11.37318862,2.8417,18.90772527,2.89753984,3.4297E-05,0,0.143037011,0.143078372,2.89753984,1.339638003,0.390599471,0,0,1,0,0.55,40039.95462,0.429056508,0.000178884,2398.520628,3.051508065
4.75,1.243036449,0.018,0.139666166,42.21202946,3265.307411,42.21202946,23.2166162,33.94934747,19.10443106,23.02537905,2.00208815,40.04251259,56.05846819,3.003308914,1.001081554,3.003308914,6.006617828,36.03897879,0.073326787,18.90366376,18.90636969,0.143283822,0.143181362,0.143181362,0.004105142,0.00001,0.00001,3.764598359,0,0.001955897,0.181264411,159985.1884,33087.45953,0.004881024,0.027963257,8.45E-07,0.145823891,2.905516179,0.001625823,0.009450264,7.759231448,0.000206106,6955.374311,0.000577392,0,-0.00410286,0,2.28189E-06,1.02717E-05,11.37964936,2.84235,18.90908266,2.901241977,3.7646E-05,0,0.143016292,0.143057704,2.901241977,1.48270746,0.393855418,0,0,1,0,0.55,40042.83384,0.429898708,0.000179243,2398.413363,3.052138869
5,1.305195023,0.018,0.139964693,42.35589117,3270.056265,42.35589117,23.29574014,33.90718524,20.09937226,23.02708737,2.002228707,40.0453742,56.06240381,3.003531644,1.001154356,3.003531644,6.007063288,36.04160254,0.073976148,18.90501587,18.90772527,0.143283822,0.143160809,0.143160809,0.004105142,0.00001,0.00001,4.135265813,0,0.00195568,0.190589777,161455.7113,33091.20908,0.004875569,0.027980521,8.46E-07,0.146023984,2.909182327,0.001626143,0.009513618,7.775816293,0.000206285,6954.507994,0.000607393,0,-0.004102857,0,2.28429E-06,1.12385E-05,11.38718361,2.843,18.91044195,2.904943701,4.13527E-05,0,0.142995546,0.143037011,2.904943701,1.64370304,0.397484252,0,0,1,0,0.55,40045.71708,0.430740697,0.000179602,2398.305889,3.052769603
5.25,1.365232753,0.018,0.140261642,42.49899206,3274.821302,42.49899206,23.37444564,33.86630434,21.09437467,23.02879818,2.002369471,40.04823999,56.06634518,3.0037547,1.001227264,3.0037547,6.007509399,36.04423012,0.074624159,18.90636969,18.90908266,0.14326337,0.143140233,0.143140233,0.004104252,1.03917E-05,1.03917E-05,4.546181234,0,0.001955463,0.199629899,162918.4574,33094.70169,0.004870115,0.027997571,8.46E-07,0.146224077,2.912848476,0.001626464,0.009576637,7.79231343,0.000206465,6953.902837,0.000637394,0,-0.004101965,0,2.28669E-06,1.23102E-05,11.39587355,2.84365,18.91180322,2.908645424,4.72425E-05,0,0.142974772,0.143016292,2.908645424,1.825318294,0.401505835,0,0,1,0,0.55,40048.60452,0.431582571,0.000179961,2398.198204,3.053400337
5.5,1.423220921,0.018,0.14055701,42.63197797,3279.602439,42.63197797,23.44758788,33.82670042,22.08941531,23.03051162,2.00251045,40.05111018,56.07029259,3.003978097,1.001300284,3.003978097,6.007956194,36.04686173,0.075270786,18.90772527,18.91044195,0.143242898,0.143119636,0.143119636,0.004103362,0.000256347,0.000256347,5.002498997,0,0.001955246,0.208393942,164373.4216,33097.93758,0.00486466,0.028014407,8.46E-07,0.14642417,2.916514624,0.001626784,0.009639321,7.8087228,0.000206645,6953.558823,0.000667396,0,-0.004101073,0,2.28909E-06,1.35004E-05,11.40581356,2.8443,18.91316658,2.912347148,0.001282375,0,0.14295397,0.142995546,2.912347148,2.026862854,0.405170067,0,0,1,0,0.55,40051.4964,0.432424329,0.00018032,2398.090308,3.054031071
5.75,1.479228518,0.018,0.140850798,42.73446243,3284.398536,42.73446243,23.50395433,33.78836921,23.08447125,23.03222782,2.002651656,40.053985,56.07424638,3.004201855,1.001373422,3.004201855,6.008403711,36.04949758,0.075915994,18.90908266,18.91180322,0.143222407,0.143099016,0.143099016,0.00410247,0.000529892,0.000529892,5.508894117,0,0.001955029,0.216890792,165527.5283,33100.91699,0.004859206,0.028031028,8.47E-07,0.146624263,2.920180772,0.001627104,0.009701669,7.825044356,0.000206825,6953.475955,0.000697397,0,-0.004100179,0,2.29149E-06,1.48211E-05,11.41708947,2.844918416,18.91453214,2.916048872,0.002919118,0,0.142933136,0.142974772,2.916048872,2.254934117,0.409326095,0,0,1,0,0.55,40054.39295,0.433265972,0.000180679,2397.982202,3.054661805
6,1.533322313,0.018,0.141143005,42.81663076,3289.206163,42.81663076,23.54914692,33.75130654,24.07951958,23.03394695,2.002793104,40.05686473,56.07820691,3.004425995,1.001446685,3.004425995,6.008851991,36.05213794,0.076559747,18.91044195,18.91316658,0.143201895,0.143078372,0.143078372,0.004101578,0.000839544,0.000839544,6.071897867,0,0.001954811,0.225129062,166452.8493,33103.64018,0.004853751,0.028047434,8.47E-07,0.146824357,2.92384692,0.001627425,0.009763682,7.841278057,0.000207005,6953.654253,0.000727398,0,-0.004099284,0,2.29389E-06,1.62895E-05,11.42982103,2.845452607,18.91590003,2.919750596,0.005097624,0,0.142912271,0.14295397,2.919750596,2.518477336,0.414775971,0,0,1,0,0.55,40057.29444,0.434107499,0.000181039,2397.873885,3.055292539
6.25,1.585566922,0.018,0.14143363,42.89835424,3294.023034,42.89835424,23.59409483,33.71550835,25.07453744,23.03566919,2.002934807,40.05974965,56.08217459,3.00465054,1.001520079,3.00465054,6.00930108,36.05478306,0.077202012,18.91180322,18.91453214,0.143181362,0.143057704,0.143057704,0.004100685,0.004332404,0.004332404,6.700242794,0,0.001954593,0.233117104,167373.1607,33106.1074,0.004848296,0.028063626,8.48E-07,0.14702445,2.927513069,0.001627745,0.009825359,7.857423872,0.000207185,6954.093761,0.000757399,0,-0.004098388,0,2.29629E-06,1.78747E-05,11.44379487,2.845986798,18.91727039,2.92345232,0.029028156,0,0.142891373,0.142933136,2.92345232,2.820101217,0.420895377,0,0,1,0,0.55,40060.20116,0.43494891,0.000181398,2397.765359,3.055923273
6.5,1.636024874,0.018,0.141722672,42.97963277,3298.849099,42.97963277,23.63879802,33.6809703,26.06950198,23.03739467,2.003076777,40.06264002,56.08614976,3.004875508,1.001593613,3.004875508,6.009751016,36.05743317,0.077842755,18.91316658,18.91590003,0.143160809,0.143037011,0.143037011,0.004099791,0.015512487,0.015512487,7.398011059,0,0.001954375,0.240863014,168288.4613,33108.31891,0.004842842,0.028079603,8.48E-07,0.147224543,2.931179217,0.001628066,0.0098867,7.873481776,0.000207365,6954.794467,0.0007874,0,-0.004097492,0,2.29869E-06,1.96187E-05,11.45930531,2.846520989,18.91864334,2.927154044,0.114761548,0,0.142870438,0.142912271,2.927154044,3.161266979,0.427313092,0,0,1,0,0.55,40063.11337,0.435790205,0.000181757,2397.656621,3.056554007
6.75,1.684756671,0.018,0.142010132,43.06046624,3303.684308,43.06046624,23.68325643,33.6476884,27.06439043,23.0391236,2.003219031,40.06553616,56.09013286,3.005100925,1.001667293,3.005100925,6.010201851,36.06008857,0.078481944,18.91453214,18.91727039,0.143140233,0.143016292,0.143016292,0.004098896,0.049024046,0.049024046,8.159637417,0,0.001954157,0.248374639,169198.7501,33110.27497,0.004837387,0.028095365,8.49E-07,0.147424636,2.934845365,0.001628386,0.009947706,7.889451756,0.000207545,6955.756427,0.000817402,0,-0.004096595,0,2.3011E-06,2.15223E-05,11.47635982,2.84705518,18.92001902,2.930855767,0.400018443,0,0.142849466,0.142891373,2.930855767,3.527052614,0.432256047,0,0,1,0,0.55,40066.0314,0.436631384,0.000182116,2397.547674,3.057184741
7,1.731820858,0.018,0.142296008,43.14195851,3308.52861,43.14195851,23.72807718,33.61544244,28.06483905,23.04085617,2.003361583,40.06843839,56.09412433,3.005326817,1.001741128,3.005326817,6.010653634,36.06274956,0.079119546,18.91590003,18.91864334,0.143119636,0.142995546,0.142995546,0.004098,0.091776778,0.091776778,8.94139596,0,0.001953938,0.255661559,170104.0267,33111.97586,0.004831902,0.028110993,8.49E-07,0.147625869,2.938380617,0.001628708,0.010008375,7.905333802,0.000207726,6956.979692,0.000847574,0,-0.004095696,0,2.30351E-06,2.34762E-05,11.49421308,2.847571324,18.9213976,2.934578579,0.82061251,0,0.142828454,0.142870438,2.934578579,3.909590568,0.437246106,0,0,1,0,0.55,40068.95556,0.437477351,0.000182477,2397.438516,3.057819069
7.25,1.777274806,0.018,0.142580303,43.23003167,3313.382081,43.23003167,23.77651742,33.58436957,29.06728753,23.04259245,2.003504442,40.07134685,56.09812439,3.005553193,1.001815121,3.005553193,6.011106387,36.06541626,0.079755529,18.91727039,18.92001902,0.143099016,0.142974772,0.142974772,0.004097103,0.141100271,0.141100271,9.713640474,0,0.001953719,0.262730144,171004.2913,33113.4204,0.004826404,0.028126434,8.49E-07,0.14782753,2.941866783,0.001629031,0.010068709,7.921127918,0.000207908,6958.465595,0.00087781,0,-0.004094797,0,2.30593E-06,2.5534E-05,11.51323458,2.848080699,18.92277914,2.938309298,1.370597306,0,0.1428074,0.142849466,2.938309298,4.295775193,0.442241527,0,0,1,0,0.55,40071.886,0.438325039,0.000182839,2397.329147,3.058454743
7.5,1.821173529,0.018,0.142863014,43.31761455,3318.245459,43.31761455,23.824688,33.55454892,30.06959034,23.0443326,2.003647619,40.07426178,56.10213334,3.005780073,1.00188928,3.005780073,6.011560147,36.06808889,0.080389862,18.91864334,18.9213976,0.143078372,0.14295397,0.14295397,0.004096205,0.179577138,0.179577138,10.44493495,0,0.001953499,0.269586843,171899.5443,33114.60832,0.004820907,0.028141659,8.50E-07,0.14802919,2.945352948,0.001629354,0.010128706,7.936834111,0.000208089,6960.214633,0.000908046,0,-0.004093896,0,2.30835E-06,2.75934E-05,11.53270989,2.848590074,18.92416376,2.942040017,1.87567152,0,0.142786302,0.142828454,2.942040017,4.668756694,0.446987628,0,0,1,0,0.55,40074.82296,0.439172609,0.000183201,2397.219565,3.059090418
7.75,1.863569971,0.018,0.143144143,43.40470723,3323.118691,43.40470723,23.87258898,33.52597501,31.07172449,23.04607665,2.003791117,40.07718325,56.10615127,3.006007462,1.001963604,3.006007462,6.012014924,36.07076751,0.081022513,18.92001902,18.92277914,0.143057704,0.142933136,0.142933136,0.004095306,0.211871988,0.211871988,11.14320624,0,0.00195328,0.276238562,172789.7868,33115.53993,0.00481541,0.028156667,8.50E-07,0.148230851,2.948839114,0.001629677,0.010188368,7.952452399,0.00020827,6962.22657,0.000938282,0,-0.004092995,0,2.31077E-06,2.95598E-05,11.5519823,2.849099449,18.92555147,2.945770736,2.360933263,0,0.142765159,0.1428074,2.945770736,5.027069378,0.451133118,0,0,1,0,0.55,40077.7665,0.440020061,0.000183563,2397.109772,3.059726092
8,1.904515346,0.018,0.143423691,43.49130987,3328.00172,43.49130987,23.92022043,33.49863755,32.07377182,23.04782453,2.00393493,40.08011114,56.11017804,3.006235351,1.002038092,3.006235351,6.012470701,36.07345203,0.081653452,18.9213976,18.92416376,0.143037011,0.142912271,0.142912271,0.004094406,0.245671929,0.245671929,11.80974027,0,0.00195306,0.282692035,173675.02,33116.21551,0.004809912,0.028171459,8.51E-07,0.148432532,2.952322856,0.00163,0.010247694,7.967982807,0.000208452,6964.501003,0.000968522,0,-0.004092092,0,2.31319E-06,3.14369E-05,11.57107784,2.849608824,18.92694224,2.949501845,2.901321673,0,0.142743969,0.142786302,2.949501845,5.365863466,0.454359143,0,0,1,0,0.55,40080.71651,0.440867485,0.000183925,2396.999767,3.060361833
8.25,1.944059208,0.018,0.143701657,43.57742264,3332.894493,43.57742264,23.96758245,33.47251638,33.07607625,23.0495762,2.004079054,40.08304536,56.11421352,3.006463732,1.002112741,3.006463732,6.012927465,36.07614235,0.08228265,18.92277914,18.92555147,0.143016292,0.142891373,0.142891373,0.004093504,0.259068312,0.259068312,12.42587572,0,0.001952839,0.288953897,174555.2459,33116.63536,0.004804412,0.028186041,8.51E-07,0.148634309,2.955795689,0.001630323,0.010306685,7.983425367,0.000208633,6967.037556,0.000998775,0,-0.004091189,0,2.31561E-06,3.31828E-05,11.58970676,2.850118199,18.92833602,2.953234712,3.219150643,0,0.142722731,0.142765159,2.953234712,5.682865389,0.457341238,0,0,1,0,0.55,40083.67291,0.441715199,0.000184287,2396.88955,3.060997874
8.5,1.982249534,0.018,0.143978042,43.66304576,3337.796953,43.66304576,24.01467517,33.44762348,34.07814312,23.05133155,2.004223482,40.08598576,56.1182575,3.006692595,1.002187547,3.006692595,6.013385189,36.07883833,0.082910076,18.92416376,18.92694224,0.142995546,0.142870438,0.142870438,0.004092602,0.270292198,0.270292198,13.0418044,0,0.001952619,0.295030261,175430.4667,33116.79966,0.004798911,0.028200405,8.52E-07,0.148836085,2.959268523,0.001630646,0.01036534,7.998780118,0.000208815,6969.835873,0.001029029,0,-0.004090284,0,2.31803E-06,3.54664E-05,11.61253016,2.850627574,18.92973273,2.956967579,3.525097979,0,0.142701446,0.142743969,2.956967579,6.010202233,0.460841311,0,0,1,0,0.55,40086.63553,0.442562794,0.000184649,2396.779121,3.061633914
